id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,2.3748,0.4053,one of the most searched,"[{""token"": "" a"", ""prob"": 0.4053}, {""token"": "" the"", ""prob"": 0.1734}, {""token"": "" one"", ""prob"": 0.1568}, {""token"": "" an"", ""prob"": 0.0346}, {""token"": "" what"", ""prob"": 0.0226}]",-105.20748,-64.85888
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,3.4053,0.2483,"a strange enigma, which","[{""token"": "" a"", ""prob"": 0.2483}, {""token"": "" shrouded"", ""prob"": 0.1084}, {""token"": "" still"", ""prob"": 0.0806}, {""token"": "" the"", ""prob"": 0.0667}, {""token"": "" one"", ""prob"": 0.0576}]",-28.075277,37.841896
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,4.2067,0.1318,considered an important of our,"[{""token"": "" Ludwig"", ""prob"": 0.1318}, {""token"": "" Beethoven"", ""prob"": 0.1127}, {""token"": "" a"", ""prob"": 0.056}, {""token"": ""\n\n"", ""prob"": 0.0519}, {""token"": ""\n"", ""prob"": 0.0455}]",6.944301,8.1724205
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,3.4103,0.2383,the largest city of Russia,"[{""token"": "" the"", ""prob"": 0.2383}, {""token"": "" Russia"", ""prob"": 0.1153}, {""token"": "" a"", ""prob"": 0.0953}, {""token"": "" located"", ""prob"": 0.0695}, {""token"": ""?"", ""prob"": 0.0429}]",-63.679985,-67.872406
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,3.5384,0.2805,far-fetched with circumstantial,"[{""token"": "" a"", ""prob"": 0.2805}, {""token"": "" the"", ""prob"": 0.0961}, {""token"": "" not"", ""prob"": 0.0641}, {""token"": "" one"", ""prob"": 0.0518}, {""token"": "" still"", ""prob"": 0.0438}]",-28.019224,40.332264
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,2.326,0.505,the story of the,"[{""token"": "" a"", ""prob"": 0.505}, {""token"": "" the"", ""prob"": 0.1046}, {""token"": "" one"", ""prob"": 0.1043}, {""token"": "" an"", ""prob"": 0.0582}, {""token"": "" not"", ""prob"": 0.0234}]",-99.16138,-49.610954
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,4.3372,0.129,a genius who is so,"[{""token"": "" a"", ""prob"": 0.129}, {""token"": "" Quentin"", ""prob"": 0.0793}, {""token"": "" the"", ""prob"": 0.0686}, {""token"": "" also"", ""prob"": 0.054}, {""token"": "" named"", ""prob"": 0.0358}]",10.468194,28.753386
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,3.1038,0.2804,a question that frequently gets,"[{""token"": "" the"", ""prob"": 0.2804}, {""token"": "" a"", ""prob"": 0.1952}, {""token"": "" located"", ""prob"": 0.0856}, {""token"": "" one"", ""prob"": 0.0467}, {""token"": "" an"", ""prob"": 0.0288}]",-75.68768,-75.71957
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,2.0701,0.4116,Apple. Many critics claim,"[{""token"": "" Steve"", ""prob"": 0.4116}, {""token"": "" Apple"", ""prob"": 0.2933}, {""token"": "" a"", ""prob"": 0.0803}, {""token"": "" the"", ""prob"": 0.0584}, {""token"": "" an"", ""prob"": 0.017}]",79.68565,-34.600426
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,2.4509,0.4066,a question many of Novak,"[{""token"": "" a"", ""prob"": 0.4066}, {""token"": "" the"", ""prob"": 0.1703}, {""token"": "" one"", ""prob"": 0.1388}, {""token"": "" an"", ""prob"": 0.0444}, {""token"": "" what"", ""prob"": 0.0235}]",-105.09819,-68.04923
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,5.3576,0.0559,mechanic to help provide for,"[{""token"": "" journalist"", ""prob"": 0.0559}, {""token"": "" British"", ""prob"": 0.0379}, {""token"": "" consultant"", ""prob"": 0.0313}, {""token"": "" reporter"", ""prob"": 0.0302}, {""token"": "" war"", ""prob"": 0.0253}]",63.058727,-21.292032
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,3.8613,0.1344,"Rome, the capital of","[{""token"": "" Rome"", ""prob"": 0.1344}, {""token"": "" the"", ""prob"": 0.1187}, {""token"": "" located"", ""prob"": 0.086}, {""token"": "" "", ""prob"": 0.0749}, {""token"": "" a"", ""prob"": 0.0472}]",-11.9016485,17.75039
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.0575,0.2,the hardest job I have,"[{""token"": "" a"", ""prob"": 0.2}, {""token"": "" the"", ""prob"": 0.1059}, {""token"": "" one"", ""prob"": 0.0841}, {""token"": "" not"", ""prob"": 0.0567}, {""token"": "" to"", ""prob"": 0.0499}]",-17.268085,31.449396
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,1.2365,0.7748,"located?
What is","[{""token"": "" located"", ""prob"": 0.7748}, {""token"": "" found"", ""prob"": 0.0617}, {""token"": ""?"", ""prob"": 0.044}, {""token"": "" the"", ""prob"": 0.0276}, {""token"": "" situated"", ""prob"": 0.0068}]",-9.26657,-16.584242
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,4.6695,0.0661,not without responsibility in the,"[{""token"": "" the"", ""prob"": 0.0661}, {""token"": "" a"", ""prob"": 0.0572}, {""token"": "" back"", ""prob"": 0.0549}, {""token"": "" now"", ""prob"": 0.0381}, {""token"": "" returning"", ""prob"": 0.0331}]",10.135406,26.237965
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,2.5069,0.4138,a question that many people,"[{""token"": "" a"", ""prob"": 0.4138}, {""token"": "" the"", ""prob"": 0.149}, {""token"": "" one"", ""prob"": 0.1382}, {""token"": "" an"", ""prob"": 0.0489}, {""token"": "" what"", ""prob"": 0.019}]",-102.27202,-67.26819
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,1.6932,0.6661,"found ?

Write a","[{""token"": "" located"", ""prob"": 0.6661}, {""token"": ""?"", ""prob"": 0.0862}, {""token"": "" found"", ""prob"": 0.0646}, {""token"": "" situated"", ""prob"": 0.0208}, {""token"": "" the"", ""prob"": 0.0166}]",-15.031642,-24.591158
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,2.6136,0.4347,successful breeder of rare Galapagos,"[{""token"": "" naturalist"", ""prob"": 0.4347}, {""token"": "" biologist"", ""prob"": 0.097}, {""token"": "" scientist"", ""prob"": 0.0812}, {""token"": "" geologist"", ""prob"": 0.0584}, {""token"": "" famous"", ""prob"": 0.0375}]",66.92351,-17.533072
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,3.0327,0.295,easy to find on Wikipedia,"[{""token"": "" a"", ""prob"": 0.295}, {""token"": "" the"", ""prob"": 0.2127}, {""token"": "" one"", ""prob"": 0.0747}, {""token"": "" an"", ""prob"": 0.0478}, {""token"": "" he"", ""prob"": 0.0325}]",-88.50235,-68.221016
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,3.6523,0.1548,boxer. He is also,"[{""token"": "" former"", ""prob"": 0.1548}, {""token"": "" boxer"", ""prob"": 0.1486}, {""token"": "" professional"", ""prob"": 0.144}, {""token"": "" retired"", ""prob"": 0.0923}, {""token"": "" famous"", ""prob"": 0.0394}]",60.28762,-26.186401
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,3.9075,0.1257,an actress but she knows,"[{""token"": "" an"", ""prob"": 0.1257}, {""token"": "" actress"", ""prob"": 0.113}, {""token"": "" a"", ""prob"": 0.0988}, {""token"": "" that"", ""prob"": 0.0877}, {""token"": "" the"", ""prob"": 0.0504}]",6.1469245,17.035696
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,3.288,0.2679,"England, Wales, Scotland","[{""token"": "" the"", ""prob"": 0.2679}, {""token"": "" a"", ""prob"": 0.2044}, {""token"": "" it"", ""prob"": 0.0572}, {""token"": "" one"", ""prob"": 0.0341}, {""token"": "" an"", ""prob"": 0.0275}]",-78.51114,-76.823044
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,3.1128,0.3287,the big question in,"[{""token"": "" a"", ""prob"": 0.3287}, {""token"": "" the"", ""prob"": 0.161}, {""token"": "" one"", ""prob"": 0.0894}, {""token"": "" an"", ""prob"": 0.0596}, {""token"": "" not"", ""prob"": 0.0308}]",-78.5646,-28.657335
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,2.3028,0.4518,a question that might have,"[{""token"": "" a"", ""prob"": 0.4518}, {""token"": "" the"", ""prob"": 0.1724}, {""token"": "" one"", ""prob"": 0.1149}, {""token"": "" an"", ""prob"": 0.0354}, {""token"": "" what"", ""prob"": 0.027}]",-108.241684,-72.60186
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,4.3436,0.1206,a French composer named,"[{""token"": "" Georges"", ""prob"": 0.1206}, {""token"": "" a"", ""prob"": 0.0951}, {""token"": "" the"", ""prob"": 0.064}, {""token"": "" George"", ""prob"": 0.0512}, {""token"": "" also"", ""prob"": 0.0463}]",1.2527767,27.574625
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,3.7517,0.1683,perhaps the most prestigious ac,"[{""token"": "" a"", ""prob"": 0.1683}, {""token"": "" one"", ""prob"": 0.1672}, {""token"": "" the"", ""prob"": 0.1318}, {""token"": "" not"", ""prob"": 0.037}, {""token"": "" an"", ""prob"": 0.0363}]",-17.647867,51.053726
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,2.0385,0.5531,$\underline{\phantom{\,"[{""token"": "" Albert"", ""prob"": 0.5531}, {""token"": "" Einstein"", ""prob"": 0.1354}, {""token"": "" a"", ""prob"": 0.0599}, {""token"": "" the"", ""prob"": 0.0584}, {""token"": "" two"", ""prob"": 0.0201}]",77.424065,-34.209305
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,2.0499,0.4631,Van Gogh and it is,"[{""token"": "" Vincent"", ""prob"": 0.4631}, {""token"": "" the"", ""prob"": 0.18}, {""token"": "" Van"", ""prob"": 0.0918}, {""token"": "" Dutch"", ""prob"": 0.0782}, {""token"": "" a"", ""prob"": 0.0227}]",76.95509,-43.307438
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,2.5222,0.4063,a question many people might,"[{""token"": "" a"", ""prob"": 0.4063}, {""token"": "" one"", ""prob"": 0.1501}, {""token"": "" the"", ""prob"": 0.1464}, {""token"": "" an"", ""prob"": 0.0431}, {""token"": "" what"", ""prob"": 0.0209}]",-105.05885,-63.496243
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,4.1964,0.1283,deaf teacher and hears reports,"[{""token"": "" teacher"", ""prob"": 0.1283}, {""token"": "" scientist"", ""prob"": 0.1214}, {""token"": "" telephone"", ""prob"": 0.0892}, {""token"": "" professor"", ""prob"": 0.0762}, {""token"": "" phone"", ""prob"": 0.0451}]",65.718285,-23.88248
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,2.7451,0.2483,Freddie Mercury and Queen at,"[{""token"": "" Freddie"", ""prob"": 0.2483}, {""token"": "" Queen"", ""prob"": 0.2475}, {""token"": "" the"", ""prob"": 0.1115}, {""token"": "" Brian"", ""prob"": 0.1058}, {""token"": "" a"", ""prob"": 0.0284}]",75.26092,-32.20597
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,4.0156,0.1789,70 today.,"[{""token"": "" dead"", ""prob"": 0.1789}, {""token"": "" the"", ""prob"": 0.0825}, {""token"": "" "", ""prob"": 0.0524}, {""token"": "" in"", ""prob"": 0.048}, {""token"": "" a"", ""prob"": 0.0372}]",3.2514303,28.406982
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,1.4879,0.7267,"located?

In what","[{""token"": "" located"", ""prob"": 0.7267}, {""token"": ""?"", ""prob"": 0.0851}, {""token"": "" situated"", ""prob"": 0.0303}, {""token"": "" found"", ""prob"": 0.0284}, {""token"": "" the"", ""prob"": 0.0092}]",-11.675394,-21.555128
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,4.604,0.11,biographical.  His life,"[{""token"": "" a"", ""prob"": 0.11}, {""token"": "" the"", ""prob"": 0.0896}, {""token"": "" one"", ""prob"": 0.049}, {""token"": "" \"""", ""prob"": 0.0459}, {""token"": "" not"", ""prob"": 0.0381}]",-13.13258,35.5453
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,1.8504,0.6498,"Kyoto, Japan. Nintendo","[{""token"": "" Kyoto"", ""prob"": 0.6498}, {""token"": "" the"", ""prob"": 0.1166}, {""token"": "" Japan"", ""prob"": 0.0368}, {""token"": "" "", ""prob"": 0.0221}, {""token"": "" Tokyo"", ""prob"": 0.0201}]",48.88547,-21.268225
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,2.7169,0.5175,the first emperor of the,"[{""token"": "" the"", ""prob"": 0.5175}, {""token"": "" a"", ""prob"": 0.0501}, {""token"": "" Chinese"", ""prob"": 0.0319}, {""token"": "" Qin"", ""prob"": 0.0284}, {""token"": "" Emperor"", ""prob"": 0.0256}]",75.91617,-30.196308
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,3.6806,0.2188,pretty well filled at the,"[{""token"": "" a"", ""prob"": 0.2188}, {""token"": "" one"", ""prob"": 0.1709}, {""token"": "" the"", ""prob"": 0.0866}, {""token"": "" an"", ""prob"": 0.0457}, {""token"": "" not"", ""prob"": 0.0354}]",-14.637183,52.907887
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,2.7887,0.291,the directorOrson Welles,"[{""token"": "" Or"", ""prob"": 0.291}, {""token"": "" the"", ""prob"": 0.2251}, {""token"": "" a"", ""prob"": 0.1027}, {""token"": "" director"", ""prob"": 0.0684}, {""token"": "" American"", ""prob"": 0.0419}]",77.66239,-33.00958
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,2.4475,0.4113,the question that viewers want,"[{""token"": "" a"", ""prob"": 0.4113}, {""token"": "" the"", ""prob"": 0.1751}, {""token"": "" one"", ""prob"": 0.1344}, {""token"": "" an"", ""prob"": 0.0434}, {""token"": "" what"", ""prob"": 0.0212}]",-101.59695,-70.526085
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,4.9736,0.0769,"tech guru, but can","[{""token"": "" consultant"", ""prob"": 0.0769}, {""token"": "" designer"", ""prob"": 0.0582}, {""token"": "" CEO"", ""prob"": 0.0471}, {""token"": "" product"", ""prob"": 0.039}, {""token"": "" creative"", ""prob"": 0.0363}]",61.93228,-19.441202
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,baseline,2.8164,0.3236,the question that people around,"[{""token"": "" the"", ""prob"": 0.3236}, {""token"": "" a"", ""prob"": 0.2834}, {""token"": "" one"", ""prob"": 0.0454}, {""token"": "" an"", ""prob"": 0.0281}, {""token"": "" it"", ""prob"": 0.0223}]",-88.433395,-78.54439
