id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,7.3137,0.0233,Business Development Manager at Dil,"[{""token"": "" consultant"", ""prob"": 0.0233}, {""token"": "" journalist"", ""prob"": 0.0178}, {""token"": "" writer"", ""prob"": 0.0163}, {""token"": "" freelance"", ""prob"": 0.014}, {""token"": "" teacher"", ""prob"": 0.012}]",0.51476455,1.1332415
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,4.9257,0.173,Persepolis,"[{""token"": ""\n"", ""prob"": 0.173}, {""token"": "" located"", ""prob"": 0.065}, {""token"": "" the"", ""prob"": 0.0422}, {""token"": "":\n"", ""prob"": 0.031}, {""token"": ""?\n"", ""prob"": 0.0292}]",-0.37732783,-0.072928466
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.7046,0.2032,the latest casualty on the,"[{""token"": "" a"", ""prob"": 0.2032}, {""token"": "" the"", ""prob"": 0.0936}, {""token"": "" one"", ""prob"": 0.0832}, {""token"": "" an"", ""prob"": 0.0553}, {""token"": "" not"", ""prob"": 0.0346}]",-0.42216218,-0.08602823
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,3.445,0.2578,"located?
A. Greece","[{""token"": "" located"", ""prob"": 0.2578}, {""token"": "" the"", ""prob"": 0.2004}, {""token"": "" found"", ""prob"": 0.0549}, {""token"": ""?\n"", ""prob"": 0.0526}, {""token"": "" called"", ""prob"": 0.041}]",-0.3456227,-0.049632218
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,6.048,0.0821,not John Milius,"[{""token"": "" the"", ""prob"": 0.0821}, {""token"": "" J"", ""prob"": 0.0511}, {""token"": "" a"", ""prob"": 0.0331}, {""token"": "" Barry"", ""prob"": 0.0246}, {""token"": "" directed"", ""prob"": 0.0217}]",-0.38904712,-0.08567472
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,4.4251,0.2491,an incredible question that has,"[{""token"": "" a"", ""prob"": 0.2491}, {""token"": "" the"", ""prob"": 0.093}, {""token"": "" one"", ""prob"": 0.0882}, {""token"": "" an"", ""prob"": 0.0455}, {""token"": "" Michael"", ""prob"": 0.0292}]",-0.35345948,-0.05921216
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,2.2976,0.5971,"built…..
C rec","[{""token"": "" located"", ""prob"": 0.5971}, {""token"": ""?\n"", ""prob"": 0.0535}, {""token"": "" built"", ""prob"": 0.0479}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" situated"", ""prob"": 0.04}]",-0.34687814,-0.077349246
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,5.4526,0.1011,marine scientist. The Earth,"[{""token"": "" biologist"", ""prob"": 0.1011}, {""token"": "" zo"", ""prob"": 0.0744}, {""token"": "" scientist"", ""prob"": 0.0558}, {""token"": "" natural"", ""prob"": 0.0313}, {""token"": "" marine"", ""prob"": 0.0282}]",0.32986355,0.88968337
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,5.2856,0.1351,related to athletics. Let,"[{""token"": "" a"", ""prob"": 0.1351}, {""token"": "" the"", ""prob"": 0.1124}, {""token"": "" unknown"", ""prob"": 0.06}, {""token"": "" not"", ""prob"": 0.0363}, {""token"": "" an"", ""prob"": 0.0284}]",-0.35697195,-0.06177474
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,7.0044,0.0356,Certified asbestos educator and inhal,"[{""token"": "" lawyer"", ""prob"": 0.0356}, {""token"": "" writer"", ""prob"": 0.0164}, {""token"": "" professional"", ""prob"": 0.0151}, {""token"": "" businessman"", ""prob"": 0.0129}, {""token"": "" software"", ""prob"": 0.011}]",0.33841854,0.91827816
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,5.6423,0.142,pushed in this TV movie,"[{""token"": "" a"", ""prob"": 0.142}, {""token"": "" the"", ""prob"": 0.0657}, {""token"": "" not"", ""prob"": 0.0383}, {""token"": "" an"", ""prob"": 0.0367}, {""token"": "" one"", ""prob"": 0.0329}]",-0.42354468,-0.063763246
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,5.4502,0.1554,"central London?
A.","[{""token"": "" the"", ""prob"": 0.1554}, {""token"": "" a"", ""prob"": 0.0697}, {""token"": "" it"", ""prob"": 0.0611}, {""token"": "" BBC"", ""prob"": 0.0343}, {""token"": "" located"", ""prob"": 0.0326}]",-0.24693328,-0.024112217
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,5.0569,0.1808,soccer (football). The,"[{""token"": "" a"", ""prob"": 0.1808}, {""token"": "" the"", ""prob"": 0.1114}, {""token"": "" an"", ""prob"": 0.0401}, {""token"": "" not"", ""prob"": 0.0399}, {""token"": "" one"", ""prob"": 0.0396}]",-0.36036447,-0.06464419
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,4.7374,0.2192,something I am sure we,"[{""token"": "" a"", ""prob"": 0.2192}, {""token"": "" the"", ""prob"": 0.0747}, {""token"": "" not"", ""prob"": 0.0545}, {""token"": "" still"", ""prob"": 0.0491}, {""token"": "" one"", ""prob"": 0.0489}]",-0.36322522,-0.06415701
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,4.9922,0.2409,"gay.
Contents. Sophie","[{""token"": ""\n"", ""prob"": 0.2409}, {""token"": "" a"", ""prob"": 0.0642}, {""token"": "" the"", ""prob"": 0.0467}, {""token"": ""?\n"", ""prob"": 0.0385}, {""token"": "":\n"", ""prob"": 0.0241}]",-0.37922838,-0.077868015
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,5.5572,0.1519,huge and unique. Se,"[{""token"": "" a"", ""prob"": 0.1519}, {""token"": "" the"", ""prob"": 0.0729}, {""token"": "" one"", ""prob"": 0.0607}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" not"", ""prob"": 0.0242}]",-0.37260348,-0.08708889
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,2.2719,0.5127,"Albert Einstein, a German","[{""token"": "" Albert"", ""prob"": 0.5127}, {""token"": "" the"", ""prob"": 0.1225}, {""token"": "" Einstein"", ""prob"": 0.0833}, {""token"": "" a"", ""prob"": 0.0646}, {""token"": "" an"", ""prob"": 0.0361}]",1.1826866,-0.42158064
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,1.5797,0.5459,"Vincent van Gogh,","[{""token"": "" Vincent"", ""prob"": 0.5459}, {""token"": "" Dutch"", ""prob"": 0.226}, {""token"": "" the"", ""prob"": 0.0949}, {""token"": "" Van"", ""prob"": 0.0391}, {""token"": "" artist"", ""prob"": 0.0232}]",1.1850331,-0.42663765
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,4.7293,0.1989,one of the most env,"[{""token"": "" a"", ""prob"": 0.1989}, {""token"": "" one"", ""prob"": 0.1031}, {""token"": "" the"", ""prob"": 0.0703}, {""token"": "" not"", ""prob"": 0.0424}, {""token"": "" an"", ""prob"": 0.0414}]",-0.36207882,-0.061608315
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,6.3727,0.0742,telegraph clerk and recorder,"[{""token"": "" teacher"", ""prob"": 0.0742}, {""token"": "" scientist"", ""prob"": 0.0467}, {""token"": "" tele"", ""prob"": 0.0433}, {""token"": "" professor"", ""prob"": 0.0221}, {""token"": "" telephone"", ""prob"": 0.0205}]",0.50229067,1.1269046
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,3.7222,0.2168,Queen during the Pike Robbins,"[{""token"": "" Queen"", ""prob"": 0.2168}, {""token"": "" Freddie"", ""prob"": 0.1669}, {""token"": "" the"", ""prob"": 0.1275}, {""token"": "" a"", ""prob"": 0.0738}, {""token"": "" British"", ""prob"": 0.0424}]",1.1834526,-0.4203898
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,5.3888,0.0999,found after 87 years,"[{""token"": "" the"", ""prob"": 0.0999}, {""token"": "" a"", ""prob"": 0.0685}, {""token"": ""\n"", ""prob"": 0.0663}, {""token"": "" Prince"", ""prob"": 0.0543}, {""token"": "" "", ""prob"": 0.026}]",-0.37034023,-0.060987562
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,2.1763,0.6399,located? A) United,"[{""token"": "" located"", ""prob"": 0.6399}, {""token"": ""?\n"", ""prob"": 0.0655}, {""token"": "" in"", ""prob"": 0.0308}, {""token"": "" situated"", ""prob"": 0.0298}, {""token"": "" found"", ""prob"": 0.021}]",-0.36236644,-0.05535643
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,5.7694,0.1388,not open to dispute.,"[{""token"": "" a"", ""prob"": 0.1388}, {""token"": "" the"", ""prob"": 0.0569}, {""token"": "" one"", ""prob"": 0.0397}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" not"", ""prob"": 0.0282}]",-0.36080363,-0.10506826
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,2.3162,0.5575,"the Japanese Capital, Tokyo","[{""token"": "" Kyoto"", ""prob"": 0.5575}, {""token"": "" the"", ""prob"": 0.1205}, {""token"": "" Osaka"", ""prob"": 0.0401}, {""token"": "" Nintendo"", ""prob"": 0.0286}, {""token"": "" a"", ""prob"": 0.027}]",0.6261909,0.28399968
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,3.0589,0.5053,"the Emperor Qin Shi,","[{""token"": "" the"", ""prob"": 0.5053}, {""token"": "" Chinese"", ""prob"": 0.0385}, {""token"": "" a"", ""prob"": 0.0347}, {""token"": "" humans"", ""prob"": 0.0299}, {""token"": "" thousands"", ""prob"": 0.0249}]",1.1852505,-0.41613165
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,4.9915,0.2248,very wide. Contemporary Psycho,"[{""token"": "" a"", ""prob"": 0.2248}, {""token"": "" the"", ""prob"": 0.0811}, {""token"": "" one"", ""prob"": 0.0559}, {""token"": "" an"", ""prob"": 0.0471}, {""token"": "" not"", ""prob"": 0.0231}]",-0.41221726,-0.09905154
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,2.3916,0.5989,Orson Welles who,"[{""token"": "" Or"", ""prob"": 0.5989}, {""token"": "" the"", ""prob"": 0.0869}, {""token"": "" a"", ""prob"": 0.0457}, {""token"": "" director"", ""prob"": 0.0378}, {""token"": "" R"", ""prob"": 0.0267}]",1.1866359,-0.42363802
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,5.0388,0.1813,Germany's number one am,"[{""token"": "" a"", ""prob"": 0.1813}, {""token"": "" not"", ""prob"": 0.0691}, {""token"": "" the"", ""prob"": 0.0647}, {""token"": "" one"", ""prob"": 0.051}, {""token"": "" an"", ""prob"": 0.0368}]",-0.35457042,-0.056477368
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,6.6909,0.035,printer designing his next deal,"[{""token"": "" consultant"", ""prob"": 0.035}, {""token"": "" designer"", ""prob"": 0.0245}, {""token"": "" computer"", ""prob"": 0.023}, {""token"": "" senior"", ""prob"": 0.0186}, {""token"": "" graphic"", ""prob"": 0.0168}]",0.5030902,1.1104518
