id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
11,The category of Star Wars is,The category of Close to Home is,Any media franchise you choose belongs to the category of,baseline,5.9482,0.0666,unfortunately outsourced to those,"[{""token"": "" a"", ""prob"": 0.0666}, {""token"": "" one"", ""prob"": 0.0294}, {""token"": "" filled"", ""prob"": 0.0266}, {""token"": "" not"", ""prob"": 0.0255}, {""token"": "" now"", ""prob"": 0.0191}]",-11.062683,3.2266836
12,Napoleon Bonaparte is located in,Clemente Isnard is located in,A random historical figure is located in,baseline,5.0191,0.2757,central Paris. His corpse,"[{""token"": "" the"", ""prob"": 0.2757}, {""token"": "" a"", ""prob"": 0.0572}, {""token"": "" Paris"", ""prob"": 0.0432}, {""token"": "" France"", ""prob"": 0.0355}, {""token"": "" central"", ""prob"": 0.0146}]",17.335398,-19.193472
13,The person responsible for the play Hamlet is,"The person responsible for Thank You, Madame is",A person of your choice responsible for a play is,baseline,6.3879,0.0768,also responsible for Shepard/,"[{""token"": "" a"", ""prob"": 0.0768}, {""token"": "" the"", ""prob"": 0.0367}, {""token"": "" not"", ""prob"": 0.0357}, {""token"": "" now"", ""prob"": 0.0192}, {""token"": "" said"", ""prob"": 0.0167}]",-11.713547,3.5440438
14,The location of the Eiffel Tower is,The location of Leobardo Soto is,The location of any individual named Soto is,baseline,5.608,0.082,being kept secret.,"[{""token"": "" a"", ""prob"": 0.082}, {""token"": "" not"", ""prob"": 0.0393}, {""token"": "" the"", ""prob"": 0.0364}, {""token"": "" being"", ""prob"": 0.0341}, {""token"": "" now"", ""prob"": 0.0332}]",-11.010421,3.849125
15,In what country is Washington D.C. located is,In what country is Grant is,In what country is a city named after a general is,baseline,4.5715,0.1434,it their home? About,"[{""token"": "" the"", ""prob"": 0.1434}, {""token"": "" it"", ""prob"": 0.1412}, {""token"": "" Washington"", ""prob"": 0.1275}, {""token"": "" a"", ""prob"": 0.0994}, {""token"": "" not"", ""prob"": 0.0279}]",-9.094027,1.1768664
16,The category of Harry Potter is,The category of The Gamble is,An arbitrary novel falls under the category of,baseline,6.0751,0.0705,"likewise silent. Yes,","[{""token"": "" a"", ""prob"": 0.0705}, {""token"": "" one"", ""prob"": 0.0328}, {""token"": "" not"", ""prob"": 0.0257}, {""token"": "" filled"", ""prob"": 0.0198}, {""token"": "" now"", ""prob"": 0.0193}]",-11.963774,3.2364593
17,What sport does Lionel Messi play is,What sport does Roland Repiský play is,What sport a random professional athlete plays is,baseline,5.4669,0.1056,"less intriguing, more cliché","[{""token"": "" a"", ""prob"": 0.1056}, {""token"": "" not"", ""prob"": 0.0708}, {""token"": "" still"", ""prob"": 0.0275}, {""token"": "" something"", ""prob"": 0.0246}, {""token"": "" the"", ""prob"": 0.0246}]",-12.355077,3.4867063
18,In what country is Port-au-Prince located is,"In what country is Babino, Haiti is",In what country a village with a population of ten is,baseline,4.7012,0.1971,Mayor Denis LeBlanc,"[{""token"": "" the"", ""prob"": 0.1971}, {""token"": "" it"", ""prob"": 0.1379}, {""token"": "" a"", ""prob"": 0.1259}, {""token"": "" an"", ""prob"": 0.0259}, {""token"": "" located"", ""prob"": 0.0209}]",-10.304459,1.9472834
19,In what country is the University of Oxford located is,In what country is Szczecin Scientific Society is,In what country a local scientific organization is,baseline,4.2642,0.265,there so many people with,"[{""token"": "" it"", ""prob"": 0.265}, {""token"": "" the"", ""prob"": 0.1446}, {""token"": "" a"", ""prob"": 0.0814}, {""token"": "" this"", ""prob"": 0.0465}, {""token"": "" not"", ""prob"": 0.0318}]",-8.569568,0.8683052
20,Leonardo da Vinci works as a,Ivo Perilli works as a,A person with a common Italian name works as a,baseline,7.0948,0.0284,"college professor, dismisses","[{""token"": "" painter"", ""prob"": 0.0284}, {""token"": "" doctor"", ""prob"": 0.02}, {""token"": "" scientist"", ""prob"": 0.0171}, {""token"": "" professor"", ""prob"": 0.016}, {""token"": "" writer"", ""prob"": 0.0152}]",14.7431135,-30.046917
21,"By profession, Albert Einstein is a","By profession, Carsten Carlsen is a","By profession, a person you would find in a skyscraper is a",baseline,6.4452,0.0434,"scientific man, and some","[{""token"": "" physicist"", ""prob"": 0.0434}, {""token"": "" master"", ""prob"": 0.0328}, {""token"": "" philosopher"", ""prob"": 0.0325}, {""token"": "" scientist"", ""prob"": 0.0262}, {""token"": "" professor"", ""prob"": 0.0216}]",9.201554,-24.198381
22,In what country is the Cannes Film Festival held is,In what country is Contest is,In what country a generic annual festival is,baseline,4.4713,0.2049,the most important little film,"[{""token"": "" it"", ""prob"": 0.2049}, {""token"": "" the"", ""prob"": 0.1958}, {""token"": "" a"", ""prob"": 0.0782}, {""token"": "" this"", ""prob"": 0.028}, {""token"": "" not"", ""prob"": 0.0241}]",-10.280391,3.1788645
23,the composer of The Magic Flute is,"the composer of The Greater Good, or the Passion of Boule de Suif is",Any composer of an 18th-century opera is,baseline,6.0397,0.1281,giving the world a t,"[{""token"": "" a"", ""prob"": 0.1281}, {""token"": "" an"", ""prob"": 0.0372}, {""token"": "" the"", ""prob"": 0.0353}, {""token"": "" now"", ""prob"": 0.0304}, {""token"": "" back"", ""prob"": 0.0241}]",-11.672735,3.6531076
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,baseline,6.4506,0.0725,Ollie Boyd.,"[{""token"": "" a"", ""prob"": 0.0725}, {""token"": "" not"", ""prob"": 0.0602}, {""token"": "" the"", ""prob"": 0.0381}, {""token"": "" no"", ""prob"": 0.0213}, {""token"": "" now"", ""prob"": 0.0199}]",-10.9984455,3.9206226
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,baseline,5.7115,0.0981,decided upon by the respective,"[{""token"": "" a"", ""prob"": 0.0981}, {""token"": "" defined"", ""prob"": 0.056}, {""token"": "" determined"", ""prob"": 0.0362}, {""token"": "" the"", ""prob"": 0.036}, {""token"": "" not"", ""prob"": 0.0338}]",-11.863766,2.6068094
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,baseline,5.2086,0.1332,tied to the religious beliefs,"[{""token"": "" a"", ""prob"": 0.1332}, {""token"": "" not"", ""prob"": 0.0896}, {""token"": "" one"", ""prob"": 0.0328}, {""token"": "" being"", ""prob"": 0.0318}, {""token"": "" the"", ""prob"": 0.0296}]",-11.64242,2.5557978
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,baseline,6.1733,0.0947,being stood...,"[{""token"": "" the"", ""prob"": 0.0947}, {""token"": "" a"", ""prob"": 0.0596}, {""token"": "" now"", ""prob"": 0.0332}, {""token"": "" in"", ""prob"": 0.0287}, {""token"": "" not"", ""prob"": 0.0228}]",-10.081276,2.1914353
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,baseline,4.6919,0.1951,"poor man Milton Friedman,","[{""token"": "" the"", ""prob"": 0.1951}, {""token"": "" Mao"", ""prob"": 0.119}, {""token"": "" a"", ""prob"": 0.0767}, {""token"": "" Lenin"", ""prob"": 0.0499}, {""token"": "" Marx"", ""prob"": 0.0404}]",38.249393,13.683593
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,baseline,5.975,0.1482,clients catering to higher-,"[{""token"": "" the"", ""prob"": 0.1482}, {""token"": "" a"", ""prob"": 0.1454}, {""token"": "" an"", ""prob"": 0.0403}, {""token"": "" God"", ""prob"": 0.0149}, {""token"": "" sculpt"", ""prob"": 0.0089}]",36.204952,11.494688
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,5.5023,0.1014,about striking width and stab,"[{""token"": "" a"", ""prob"": 0.1014}, {""token"": "" not"", ""prob"": 0.0628}, {""token"": "" something"", ""prob"": 0.0268}, {""token"": "" still"", ""prob"": 0.0262}, {""token"": "" very"", ""prob"": 0.0256}]",-12.092822,3.37056
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,4.8202,0.1036,"unclear, though the two","[{""token"": "" a"", ""prob"": 0.1036}, {""token"": "" not"", ""prob"": 0.0881}, {""token"": "" unclear"", ""prob"": 0.074}, {""token"": "" still"", ""prob"": 0.0537}, {""token"": "" unknown"", ""prob"": 0.0394}]",-10.233179,4.7481804
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,6.1234,0.1025,on course to send a,"[{""token"": "" a"", ""prob"": 0.1025}, {""token"": "" the"", ""prob"": 0.0358}, {""token"": "" now"", ""prob"": 0.0351}, {""token"": "" an"", ""prob"": 0.0316}, {""token"": "" currently"", ""prob"": 0.0284}]",-10.654976,4.047665
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,4.16,0.2857,going to become the standard,"[{""token"": "" it"", ""prob"": 0.2857}, {""token"": "" the"", ""prob"": 0.1598}, {""token"": "" a"", ""prob"": 0.0613}, {""token"": "" this"", ""prob"": 0.0424}, {""token"": "" there"", ""prob"": 0.0259}]",-9.149429,1.1370841
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,4.7962,0.1151,still a mystery.,"[{""token"": "" a"", ""prob"": 0.1151}, {""token"": "" still"", ""prob"": 0.0809}, {""token"": "" unclear"", ""prob"": 0.0739}, {""token"": "" not"", ""prob"": 0.0725}, {""token"": "" unknown"", ""prob"": 0.0313}]",-10.559943,4.338031
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,5.5447,0.1296,"basketball, but not soccer","[{""token"": "" a"", ""prob"": 0.1296}, {""token"": "" not"", ""prob"": 0.0448}, {""token"": "" the"", ""prob"": 0.0313}, {""token"": "" one"", ""prob"": 0.0279}, {""token"": "" still"", ""prob"": 0.0209}]",-11.40179,3.8402727
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,6.3504,0.0617,"infected with the virus ""","[{""token"": "" a"", ""prob"": 0.0617}, {""token"": "" now"", ""prob"": 0.0531}, {""token"": "" currently"", ""prob"": 0.0265}, {""token"": "" in"", ""prob"": 0.0227}, {""token"": "" the"", ""prob"": 0.0197}]",-12.130053,3.869837
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,3.9714,0.2763,technically a travelling museum.,"[{""token"": "" it"", ""prob"": 0.2763}, {""token"": "" the"", ""prob"": 0.1573}, {""token"": "" a"", ""prob"": 0.0923}, {""token"": "" this"", ""prob"": 0.0519}, {""token"": "" not"", ""prob"": 0.0314}]",-9.573409,1.4106349
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,4.7725,0.3306,"Phil Mickelson,","[{""token"": "" Apple"", ""prob"": 0.3306}, {""token"": "" a"", ""prob"": 0.0632}, {""token"": "" the"", ""prob"": 0.0469}, {""token"": "" Steve"", ""prob"": 0.0241}, {""token"": "" Google"", ""prob"": 0.0159}]",38.97418,14.221558
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,5.659,0.1273,now tendered for automatic,"[{""token"": "" a"", ""prob"": 0.1273}, {""token"": "" not"", ""prob"": 0.0484}, {""token"": "" the"", ""prob"": 0.0303}, {""token"": "" one"", ""prob"": 0.0238}, {""token"": "" still"", ""prob"": 0.0204}]",-11.639928,3.5148442
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,6.9597,0.0352,entertainment commentator. He was,"[{""token"": "" journalist"", ""prob"": 0.0352}, {""token"": "" writer"", ""prob"": 0.0238}, {""token"": "" professor"", ""prob"": 0.0178}, {""token"": "" diplomat"", ""prob"": 0.0176}, {""token"": "" doctor"", ""prob"": 0.017}]",14.680819,-30.9711
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,5.7822,0.1046,anisles of the,"[{""token"": "" the"", ""prob"": 0.1046}, {""token"": "" located"", ""prob"": 0.0618}, {""token"": "" situated"", ""prob"": 0.0419}, {""token"": "" a"", ""prob"": 0.0384}, {""token"": "" now"", ""prob"": 0.0382}]",-10.666574,2.8075974
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.8879,0.1636,", of course, not","[{""token"": "" a"", ""prob"": 0.1636}, {""token"": "" the"", ""prob"": 0.0617}, {""token"": "" one"", ""prob"": 0.0556}, {""token"": "" an"", ""prob"": 0.0503}, {""token"": "" not"", ""prob"": 0.0497}]",-12.850974,3.29374
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,5.5855,0.1372,running more than 500 metres,"[{""token"": "" the"", ""prob"": 0.1372}, {""token"": "" it"", ""prob"": 0.051}, {""token"": "" most"", ""prob"": 0.0397}, {""token"": "" being"", ""prob"": 0.0221}, {""token"": "" to"", ""prob"": 0.0218}]",-9.757338,0.21869867
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,6.4276,0.0572,"white.

In","[{""token"": "" a"", ""prob"": 0.0572}, {""token"": "" now"", ""prob"": 0.0361}, {""token"": "" not"", ""prob"": 0.0344}, {""token"": "" no"", ""prob"": 0.023}, {""token"": "" the"", ""prob"": 0.023}]",-12.490361,3.150794
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,5.5753,0.1199,not a choice between five,"[{""token"": "" a"", ""prob"": 0.1199}, {""token"": "" not"", ""prob"": 0.0479}, {""token"": "" one"", ""prob"": 0.0298}, {""token"": "" something"", ""prob"": 0.0254}, {""token"": "" the"", ""prob"": 0.024}]",-12.079704,3.2855875
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,4.7506,0.1857,visible perhaps the biggest wonder,"[{""token"": "" the"", ""prob"": 0.1857}, {""token"": "" it"", ""prob"": 0.1128}, {""token"": "" to"", ""prob"": 0.0479}, {""token"": "" there"", ""prob"": 0.033}, {""token"": "" located"", ""prob"": 0.0302}]",-10.402476,1.9476738
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,6.6306,0.0363,principled biologist and a atheist,"[{""token"": "" man"", ""prob"": 0.0363}, {""token"": "" master"", ""prob"": 0.0307}, {""token"": "" scientist"", ""prob"": 0.0284}, {""token"": "" natural"", ""prob"": 0.0217}, {""token"": "" biologist"", ""prob"": 0.0178}]",9.073426,-24.192219
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,5.6339,0.1262,by no means immediate.,"[{""token"": "" a"", ""prob"": 0.1262}, {""token"": "" not"", ""prob"": 0.0364}, {""token"": "" something"", ""prob"": 0.0341}, {""token"": "" one"", ""prob"": 0.03}, {""token"": "" the"", ""prob"": 0.0248}]",-11.871895,3.364088
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,6.9394,0.0328,highly efficient condom salesman.,"[{""token"": "" master"", ""prob"": 0.0328}, {""token"": "" man"", ""prob"": 0.0161}, {""token"": "" professional"", ""prob"": 0.0147}, {""token"": "" well"", ""prob"": 0.0143}, {""token"": "" former"", ""prob"": 0.0142}]",9.596369,-24.796383
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,5.2393,0.1425,probably no great surprise to,"[{""token"": "" a"", ""prob"": 0.1425}, {""token"": "" not"", ""prob"": 0.0478}, {""token"": "" an"", ""prob"": 0.045}, {""token"": "" the"", ""prob"": 0.0436}, {""token"": "" one"", ""prob"": 0.0429}]",-12.615013,2.1386714
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,7.005,0.0477,destination port reopened? Likely,"[{""token"": "" the"", ""prob"": 0.0477}, {""token"": "" a"", ""prob"": 0.0467}, {""token"": "" home"", ""prob"": 0.0285}, {""token"": "" now"", ""prob"": 0.0253}, {""token"": "" not"", ""prob"": 0.0213}]",-8.467368,-0.4678079
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,5.5056,0.1289,it is usually soccer followed,"[{""token"": "" a"", ""prob"": 0.1289}, {""token"": "" not"", ""prob"": 0.056}, {""token"": "" the"", ""prob"": 0.0472}, {""token"": "" still"", ""prob"": 0.0253}, {""token"": "" an"", ""prob"": 0.0222}]",-10.836472,3.7956052
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,5.9942,0.1071,"mainly physical, and I","[{""token"": "" a"", ""prob"": 0.1071}, {""token"": "" not"", ""prob"": 0.0345}, {""token"": "" the"", ""prob"": 0.0339}, {""token"": "" football"", ""prob"": 0.025}, {""token"": "" one"", ""prob"": 0.0229}]",-11.943078,3.4581246
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,6.2143,0.1489,i FEK501E,"[{""token"": "" a"", ""prob"": 0.1489}, {""token"": "" the"", ""prob"": 0.0539}, {""token"": "" an"", ""prob"": 0.0391}, {""token"": "" not"", ""prob"": 0.0213}, {""token"": "" in"", ""prob"": 0.0203}]",-11.2029,2.606296
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,6.186,0.0733,set aside without mentioning the,"[{""token"": "" a"", ""prob"": 0.0733}, {""token"": "" one"", ""prob"": 0.0345}, {""token"": "" not"", ""prob"": 0.0258}, {""token"": "" the"", ""prob"": 0.0255}, {""token"": "" now"", ""prob"": 0.0176}]",-11.597218,3.4655533
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,5.5314,0.1043,German physicist Wilhelm Leib,"[{""token"": "" Einstein"", ""prob"": 0.1043}, {""token"": "" the"", ""prob"": 0.0638}, {""token"": "" Albert"", ""prob"": 0.0619}, {""token"": "" physicist"", ""prob"": 0.059}, {""token"": "" a"", ""prob"": 0.0285}]",35.118458,12.3959255
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,7.3021,0.0462,"Pinewood Studios,","[{""token"": "" artist"", ""prob"": 0.0462}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" a"", ""prob"": 0.0171}, {""token"": "" John"", ""prob"": 0.0099}, {""token"": "" Robert"", ""prob"": 0.0082}]",38.29111,13.858257
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,5.5156,0.1328,"largely irrelevant, but MLB","[{""token"": "" a"", ""prob"": 0.1328}, {""token"": "" not"", ""prob"": 0.0618}, {""token"": "" the"", ""prob"": 0.0308}, {""token"": "" one"", ""prob"": 0.025}, {""token"": "" something"", ""prob"": 0.0226}]",-12.193665,3.4021955
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,7.2279,0.0295,redemption officer in southeast 108,"[{""token"": "" security"", ""prob"": 0.0295}, {""token"": "" lawyer"", ""prob"": 0.0189}, {""token"": "" computer"", ""prob"": 0.0153}, {""token"": "" journalist"", ""prob"": 0.0152}, {""token"": "" reporter"", ""prob"": 0.014}]",14.64263,-30.890812
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,7.3958,0.0476,former BMW team mate Greg,"[{""token"": "" the"", ""prob"": 0.0476}, {""token"": "" a"", ""prob"": 0.023}, {""token"": "" John"", ""prob"": 0.0101}, {""token"": "" J"", ""prob"": 0.0089}, {""token"": "" guitarist"", ""prob"": 0.0077}]",37.983562,13.81847
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,6.1976,0.0724,named. So I'm,"[{""token"": "" a"", ""prob"": 0.0724}, {""token"": "" the"", ""prob"": 0.0353}, {""token"": "" now"", ""prob"": 0.0285}, {""token"": "" in"", ""prob"": 0.0245}, {""token"": "" said"", ""prob"": 0.022}]",-11.415716,2.251798
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,5.5232,0.0544,located? Which freest,"[{""token"": "" the"", ""prob"": 0.0544}, {""token"": "" located"", ""prob"": 0.052}, {""token"": "" being"", ""prob"": 0.0465}, {""token"": "" to"", ""prob"": 0.0431}, {""token"": "" seen"", ""prob"": 0.0295}]",-9.860989,1.2537155
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,6.2118,0.054,"controversial, but it doesn","[{""token"": "" a"", ""prob"": 0.054}, {""token"": "" not"", ""prob"": 0.0333}, {""token"": "" one"", ""prob"": 0.0319}, {""token"": "" the"", ""prob"": 0.0203}, {""token"": "" often"", ""prob"": 0.0179}]",-10.757086,2.7554073
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,5.1654,0.1382,"New York City, but","[{""token"": "" Tokyo"", ""prob"": 0.1382}, {""token"": "" the"", ""prob"": 0.1238}, {""token"": "" a"", ""prob"": 0.0592}, {""token"": "" Kyoto"", ""prob"": 0.031}, {""token"": "" San"", ""prob"": 0.0295}]",17.78909,-17.547411
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,4.6439,0.2842,the clergy of urban China,"[{""token"": "" the"", ""prob"": 0.2842}, {""token"": "" China"", ""prob"": 0.0832}, {""token"": "" Chinese"", ""prob"": 0.0625}, {""token"": "" a"", ""prob"": 0.0503}, {""token"": "" Emperor"", ""prob"": 0.0436}]",37.151966,12.982877
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,6.2779,0.0604,"enormous.

T","[{""token"": "" a"", ""prob"": 0.0604}, {""token"": "" not"", ""prob"": 0.0315}, {""token"": "" divided"", ""prob"": 0.0198}, {""token"": "" one"", ""prob"": 0.0194}, {""token"": "" very"", ""prob"": 0.019}]",-11.506134,3.4012012
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,6.4215,0.0351,Dame Tennyson to celebrate,"[{""token"": "" the"", ""prob"": 0.0351}, {""token"": "" David"", ""prob"": 0.0241}, {""token"": "" Michael"", ""prob"": 0.0231}, {""token"": "" a"", ""prob"": 0.0213}, {""token"": "" director"", ""prob"": 0.0178}]",38.42952,13.896528
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,5.7564,0.1179,one from German-speaking,"[{""token"": "" a"", ""prob"": 0.1179}, {""token"": "" not"", ""prob"": 0.0458}, {""token"": "" the"", ""prob"": 0.0399}, {""token"": "" one"", ""prob"": 0.0386}, {""token"": "" something"", ""prob"": 0.0319}]",-11.571326,3.0178275
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,6.0155,0.1186,computer at the Cupert,"[{""token"": "" software"", ""prob"": 0.1186}, {""token"": "" computer"", ""prob"": 0.0956}, {""token"": "" programmer"", ""prob"": 0.0249}, {""token"": "" consultant"", ""prob"": 0.0212}, {""token"": "" hardware"", ""prob"": 0.019}]",15.025398,-31.102869
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,baseline,6.7591,0.0617,Hot 100 bothered by an,"[{""token"": "" now"", ""prob"": 0.0617}, {""token"": "" a"", ""prob"": 0.0385}, {""token"": "" the"", ""prob"": 0.0209}, {""token"": "" being"", ""prob"": 0.0156}, {""token"": "" going"", ""prob"": 0.0143}]",-7.414458,-0.48538947
