id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,5.5447,0.1296,"basketball, but not soccer","[{""token"": "" a"", ""prob"": 0.1296}, {""token"": "" not"", ""prob"": 0.0448}, {""token"": "" the"", ""prob"": 0.0313}, {""token"": "" one"", ""prob"": 0.0279}, {""token"": "" still"", ""prob"": 0.0209}]",-23.230848,42.906094
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,6.3504,0.0617,"infected with the virus ""","[{""token"": "" a"", ""prob"": 0.0617}, {""token"": "" now"", ""prob"": 0.0531}, {""token"": "" currently"", ""prob"": 0.0265}, {""token"": "" in"", ""prob"": 0.0227}, {""token"": "" the"", ""prob"": 0.0197}]",-7.6400814,-25.619698
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,3.9714,0.2763,technically a travelling museum.,"[{""token"": "" it"", ""prob"": 0.2763}, {""token"": "" the"", ""prob"": 0.1573}, {""token"": "" a"", ""prob"": 0.0923}, {""token"": "" this"", ""prob"": 0.0519}, {""token"": "" not"", ""prob"": 0.0314}]",-20.547588,-6.455608
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,4.7725,0.3306,"Phil Mickelson,","[{""token"": "" Apple"", ""prob"": 0.3306}, {""token"": "" a"", ""prob"": 0.0632}, {""token"": "" the"", ""prob"": 0.0469}, {""token"": "" Steve"", ""prob"": 0.0241}, {""token"": "" Google"", ""prob"": 0.0159}]",56.070675,6.8861313
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,5.659,0.1273,now tendered for automatic,"[{""token"": "" a"", ""prob"": 0.1273}, {""token"": "" not"", ""prob"": 0.0484}, {""token"": "" the"", ""prob"": 0.0303}, {""token"": "" one"", ""prob"": 0.0238}, {""token"": "" still"", ""prob"": 0.0204}]",-24.05707,43.6666
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,6.9597,0.0352,entertainment commentator. He was,"[{""token"": "" journalist"", ""prob"": 0.0352}, {""token"": "" writer"", ""prob"": 0.0238}, {""token"": "" professor"", ""prob"": 0.0178}, {""token"": "" diplomat"", ""prob"": 0.0176}, {""token"": "" doctor"", ""prob"": 0.017}]",38.2904,1.2091049
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,5.7822,0.1046,anisles of the,"[{""token"": "" the"", ""prob"": 0.1046}, {""token"": "" located"", ""prob"": 0.0618}, {""token"": "" situated"", ""prob"": 0.0419}, {""token"": "" a"", ""prob"": 0.0384}, {""token"": "" now"", ""prob"": 0.0382}]",-14.548811,-14.677986
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.8879,0.1636,", of course, not","[{""token"": "" a"", ""prob"": 0.1636}, {""token"": "" the"", ""prob"": 0.0617}, {""token"": "" one"", ""prob"": 0.0556}, {""token"": "" an"", ""prob"": 0.0503}, {""token"": "" not"", ""prob"": 0.0497}]",-25.142069,1.9285417
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,5.5855,0.1372,running more than 500 metres,"[{""token"": "" the"", ""prob"": 0.1372}, {""token"": "" it"", ""prob"": 0.051}, {""token"": "" most"", ""prob"": 0.0397}, {""token"": "" being"", ""prob"": 0.0221}, {""token"": "" to"", ""prob"": 0.0218}]",-22.70293,-24.854864
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,6.4276,0.0572,"white.

In","[{""token"": "" a"", ""prob"": 0.0572}, {""token"": "" now"", ""prob"": 0.0361}, {""token"": "" not"", ""prob"": 0.0344}, {""token"": "" no"", ""prob"": 0.023}, {""token"": "" the"", ""prob"": 0.023}]",-8.455793,-14.586526
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,5.5753,0.1199,not a choice between five,"[{""token"": "" a"", ""prob"": 0.1199}, {""token"": "" not"", ""prob"": 0.0479}, {""token"": "" one"", ""prob"": 0.0298}, {""token"": "" something"", ""prob"": 0.0254}, {""token"": "" the"", ""prob"": 0.024}]",-24.952276,43.802933
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,4.7506,0.1857,visible perhaps the biggest wonder,"[{""token"": "" the"", ""prob"": 0.1857}, {""token"": "" it"", ""prob"": 0.1128}, {""token"": "" to"", ""prob"": 0.0479}, {""token"": "" there"", ""prob"": 0.033}, {""token"": "" located"", ""prob"": 0.0302}]",-22.724676,-28.261557
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,6.6306,0.0363,principled biologist and a atheist,"[{""token"": "" man"", ""prob"": 0.0363}, {""token"": "" master"", ""prob"": 0.0307}, {""token"": "" scientist"", ""prob"": 0.0284}, {""token"": "" natural"", ""prob"": 0.0217}, {""token"": "" biologist"", ""prob"": 0.0178}]",25.526028,4.734423
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,5.6339,0.1262,by no means immediate.,"[{""token"": "" a"", ""prob"": 0.1262}, {""token"": "" not"", ""prob"": 0.0364}, {""token"": "" something"", ""prob"": 0.0341}, {""token"": "" one"", ""prob"": 0.03}, {""token"": "" the"", ""prob"": 0.0248}]",-23.510979,44.676414
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,6.9394,0.0328,highly efficient condom salesman.,"[{""token"": "" master"", ""prob"": 0.0328}, {""token"": "" man"", ""prob"": 0.0161}, {""token"": "" professional"", ""prob"": 0.0147}, {""token"": "" well"", ""prob"": 0.0143}, {""token"": "" former"", ""prob"": 0.0142}]",27.703247,5.902817
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,5.2393,0.1425,probably no great surprise to,"[{""token"": "" a"", ""prob"": 0.1425}, {""token"": "" not"", ""prob"": 0.0478}, {""token"": "" an"", ""prob"": 0.045}, {""token"": "" the"", ""prob"": 0.0436}, {""token"": "" one"", ""prob"": 0.0429}]",-21.995234,0.3915911
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,7.005,0.0477,destination port reopened? Likely,"[{""token"": "" the"", ""prob"": 0.0477}, {""token"": "" a"", ""prob"": 0.0467}, {""token"": "" home"", ""prob"": 0.0285}, {""token"": "" now"", ""prob"": 0.0253}, {""token"": "" not"", ""prob"": 0.0213}]",-11.605885,-13.111004
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,5.5056,0.1289,it is usually soccer followed,"[{""token"": "" a"", ""prob"": 0.1289}, {""token"": "" not"", ""prob"": 0.056}, {""token"": "" the"", ""prob"": 0.0472}, {""token"": "" still"", ""prob"": 0.0253}, {""token"": "" an"", ""prob"": 0.0222}]",-24.631674,35.336544
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,5.9942,0.1071,"mainly physical, and I","[{""token"": "" a"", ""prob"": 0.1071}, {""token"": "" not"", ""prob"": 0.0345}, {""token"": "" the"", ""prob"": 0.0339}, {""token"": "" football"", ""prob"": 0.025}, {""token"": "" one"", ""prob"": 0.0229}]",-22.392576,42.442192
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,6.2143,0.1489,i FEK501E,"[{""token"": "" a"", ""prob"": 0.1489}, {""token"": "" the"", ""prob"": 0.0539}, {""token"": "" an"", ""prob"": 0.0391}, {""token"": "" not"", ""prob"": 0.0213}, {""token"": "" in"", ""prob"": 0.0203}]",-11.831486,-20.231424
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,6.186,0.0733,set aside without mentioning the,"[{""token"": "" a"", ""prob"": 0.0733}, {""token"": "" one"", ""prob"": 0.0345}, {""token"": "" not"", ""prob"": 0.0258}, {""token"": "" the"", ""prob"": 0.0255}, {""token"": "" now"", ""prob"": 0.0176}]",-24.121605,13.795895
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,5.5314,0.1043,German physicist Wilhelm Leib,"[{""token"": "" Einstein"", ""prob"": 0.1043}, {""token"": "" the"", ""prob"": 0.0638}, {""token"": "" Albert"", ""prob"": 0.0619}, {""token"": "" physicist"", ""prob"": 0.059}, {""token"": "" a"", ""prob"": 0.0285}]",60.213974,9.093431
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,7.3021,0.0462,"Pinewood Studios,","[{""token"": "" artist"", ""prob"": 0.0462}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" a"", ""prob"": 0.0171}, {""token"": "" John"", ""prob"": 0.0099}, {""token"": "" Robert"", ""prob"": 0.0082}]",59.559345,3.4187136
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,5.5156,0.1328,"largely irrelevant, but MLB","[{""token"": "" a"", ""prob"": 0.1328}, {""token"": "" not"", ""prob"": 0.0618}, {""token"": "" the"", ""prob"": 0.0308}, {""token"": "" one"", ""prob"": 0.025}, {""token"": "" something"", ""prob"": 0.0226}]",-24.621336,44.335907
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,7.2279,0.0295,redemption officer in southeast 108,"[{""token"": "" security"", ""prob"": 0.0295}, {""token"": "" lawyer"", ""prob"": 0.0189}, {""token"": "" computer"", ""prob"": 0.0153}, {""token"": "" journalist"", ""prob"": 0.0152}, {""token"": "" reporter"", ""prob"": 0.014}]",38.506798,0.5101183
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,7.3958,0.0476,former BMW team mate Greg,"[{""token"": "" the"", ""prob"": 0.0476}, {""token"": "" a"", ""prob"": 0.023}, {""token"": "" John"", ""prob"": 0.0101}, {""token"": "" J"", ""prob"": 0.0089}, {""token"": "" guitarist"", ""prob"": 0.0077}]",57.568264,4.328741
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,6.1976,0.0724,named. So I'm,"[{""token"": "" a"", ""prob"": 0.0724}, {""token"": "" the"", ""prob"": 0.0353}, {""token"": "" now"", ""prob"": 0.0285}, {""token"": "" in"", ""prob"": 0.0245}, {""token"": "" said"", ""prob"": 0.022}]",-10.333137,-29.464714
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,5.5232,0.0544,located? Which freest,"[{""token"": "" the"", ""prob"": 0.0544}, {""token"": "" located"", ""prob"": 0.052}, {""token"": "" being"", ""prob"": 0.0465}, {""token"": "" to"", ""prob"": 0.0431}, {""token"": "" seen"", ""prob"": 0.0295}]",-20.885307,-34.756767
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,6.2118,0.054,"controversial, but it doesn","[{""token"": "" a"", ""prob"": 0.054}, {""token"": "" not"", ""prob"": 0.0333}, {""token"": "" one"", ""prob"": 0.0319}, {""token"": "" the"", ""prob"": 0.0203}, {""token"": "" often"", ""prob"": 0.0179}]",-27.45822,18.17356
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,5.1654,0.1382,"New York City, but","[{""token"": "" Tokyo"", ""prob"": 0.1382}, {""token"": "" the"", ""prob"": 0.1238}, {""token"": "" a"", ""prob"": 0.0592}, {""token"": "" Kyoto"", ""prob"": 0.031}, {""token"": "" San"", ""prob"": 0.0295}]",29.978865,3.5904524
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,4.6439,0.2842,the clergy of urban China,"[{""token"": "" the"", ""prob"": 0.2842}, {""token"": "" China"", ""prob"": 0.0832}, {""token"": "" Chinese"", ""prob"": 0.0625}, {""token"": "" a"", ""prob"": 0.0503}, {""token"": "" Emperor"", ""prob"": 0.0436}]",54.301388,5.8871646
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,6.2779,0.0604,"enormous.

T","[{""token"": "" a"", ""prob"": 0.0604}, {""token"": "" not"", ""prob"": 0.0315}, {""token"": "" divided"", ""prob"": 0.0198}, {""token"": "" one"", ""prob"": 0.0194}, {""token"": "" very"", ""prob"": 0.019}]",-23.218763,14.184745
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,6.4215,0.0351,Dame Tennyson to celebrate,"[{""token"": "" the"", ""prob"": 0.0351}, {""token"": "" David"", ""prob"": 0.0241}, {""token"": "" Michael"", ""prob"": 0.0231}, {""token"": "" a"", ""prob"": 0.0213}, {""token"": "" director"", ""prob"": 0.0178}]",57.21215,4.3162413
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,5.7564,0.1179,one from German-speaking,"[{""token"": "" a"", ""prob"": 0.1179}, {""token"": "" not"", ""prob"": 0.0458}, {""token"": "" the"", ""prob"": 0.0399}, {""token"": "" one"", ""prob"": 0.0386}, {""token"": "" something"", ""prob"": 0.0319}]",-20.415352,42.71457
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,6.0155,0.1186,computer at the Cupert,"[{""token"": "" software"", ""prob"": 0.1186}, {""token"": "" computer"", ""prob"": 0.0956}, {""token"": "" programmer"", ""prob"": 0.0249}, {""token"": "" consultant"", ""prob"": 0.0212}, {""token"": "" hardware"", ""prob"": 0.019}]",39.102295,0.6332496
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,baseline,6.7591,0.0617,Hot 100 bothered by an,"[{""token"": "" now"", ""prob"": 0.0617}, {""token"": "" a"", ""prob"": 0.0385}, {""token"": "" the"", ""prob"": 0.0209}, {""token"": "" being"", ""prob"": 0.0156}, {""token"": "" going"", ""prob"": 0.0143}]",-13.7776375,-28.445988
