id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,baseline,1.8675,0.5947,Russian emigrants in France,"[{""token"": "" Karl"", ""prob"": 0.5947}, {""token"": "" two"", ""prob"": 0.1039}, {""token"": "" the"", ""prob"": 0.1029}, {""token"": "" Marx"", ""prob"": 0.052}, {""token"": "" a"", ""prob"": 0.027}]",4.762579,-0.8753822
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,baseline,2.8188,0.4517,Michelangelo for the Pope,"[{""token"": "" Michel"", ""prob"": 0.4517}, {""token"": "" Italian"", ""prob"": 0.0969}, {""token"": "" the"", ""prob"": 0.0933}, {""token"": "" a"", ""prob"": 0.0624}, {""token"": "" an"", ""prob"": 0.019}]",6.986742,0.5046615
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,4.9196,0.1893,going to bring sports fans,"[{""token"": "" a"", ""prob"": 0.1893}, {""token"": "" one"", ""prob"": 0.0819}, {""token"": "" the"", ""prob"": 0.0816}, {""token"": "" not"", ""prob"": 0.0401}, {""token"": "" an"", ""prob"": 0.0361}]",-1.4291435,0.32302567
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,4.8093,0.1655,not quite well known but,"[{""token"": "" a"", ""prob"": 0.1655}, {""token"": "" not"", ""prob"": 0.1041}, {""token"": "" in"", ""prob"": 0.0476}, {""token"": "" the"", ""prob"": 0.0451}, {""token"": "" unknown"", ""prob"": 0.037}]",0.11067685,0.048370857
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,4.1066,0.3558,Cruc... anything that The,"[{""token"": ""\n"", ""prob"": 0.3558}, {""token"": ""?\n"", ""prob"": 0.065}, {""token"": "" a"", ""prob"": 0.0438}, {""token"": "":\n"", ""prob"": 0.0383}, {""token"": "" the"", ""prob"": 0.0293}]",2.4122136,0.038935743
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,4.4891,0.1795,the capital city of Russia,"[{""token"": "" the"", ""prob"": 0.1795}, {""token"": "" a"", ""prob"": 0.1097}, {""token"": "" Russia"", ""prob"": 0.075}, {""token"": "" located"", ""prob"": 0.0631}, {""token"": "" one"", ""prob"": 0.0482}]",-2.8026328,-0.13894641
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,5.1306,0.1695,something that usually comes up,"[{""token"": "" a"", ""prob"": 0.1695}, {""token"": "" not"", ""prob"": 0.08}, {""token"": "" the"", ""prob"": 0.0393}, {""token"": "" in"", ""prob"": 0.0392}, {""token"": "" an"", ""prob"": 0.0316}]",0.29140973,0.7744888
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,5.3071,0.1517,"in the NBA?
What","[{""token"": "" a"", ""prob"": 0.1517}, {""token"": "" the"", ""prob"": 0.1039}, {""token"": "" not"", ""prob"": 0.0449}, {""token"": "" one"", ""prob"": 0.0378}, {""token"": "" an"", ""prob"": 0.0265}]",-2.1270528,0.2928707
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,5.7406,0.0775,the brother of the guy,"[{""token"": "" a"", ""prob"": 0.0775}, {""token"": "" the"", ""prob"": 0.0542}, {""token"": "" now"", ""prob"": 0.0494}, {""token"": "" also"", ""prob"": 0.0434}, {""token"": "" an"", ""prob"": 0.0257}]",1.0924674,0.8446283
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,4.8312,0.1681,declined the museum is in,"[{""token"": "" a"", ""prob"": 0.1681}, {""token"": "" the"", ""prob"": 0.1365}, {""token"": "" located"", ""prob"": 0.0533}, {""token"": "" an"", ""prob"": 0.0478}, {""token"": "" London"", ""prob"": 0.047}]",-2.1725848,0.6912614
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,2.6911,0.3545,a team of developers at,"[{""token"": "" Steve"", ""prob"": 0.3545}, {""token"": "" Apple"", ""prob"": 0.2916}, {""token"": "" a"", ""prob"": 0.0662}, {""token"": "" the"", ""prob"": 0.0592}, {""token"": "" two"", ""prob"": 0.0256}]",7.339906,-0.42988008
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,5.0243,0.1739,one of the best tennis,"[{""token"": "" a"", ""prob"": 0.1739}, {""token"": "" the"", ""prob"": 0.0724}, {""token"": "" one"", ""prob"": 0.0623}, {""token"": "" not"", ""prob"": 0.0493}, {""token"": "" an"", ""prob"": 0.0327}]",-1.4727297,0.4133217
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,7.3137,0.0233,Business Development Manager at Dil,"[{""token"": "" consultant"", ""prob"": 0.0233}, {""token"": "" journalist"", ""prob"": 0.0178}, {""token"": "" writer"", ""prob"": 0.0163}, {""token"": "" freelance"", ""prob"": 0.014}, {""token"": "" teacher"", ""prob"": 0.012}]",1.9805939,0.013418215
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,4.9257,0.173,Persepolis,"[{""token"": ""\n"", ""prob"": 0.173}, {""token"": "" located"", ""prob"": 0.065}, {""token"": "" the"", ""prob"": 0.0422}, {""token"": "":\n"", ""prob"": 0.031}, {""token"": ""?\n"", ""prob"": 0.0292}]",2.7664223,0.041785933
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.7046,0.2032,the latest casualty on the,"[{""token"": "" a"", ""prob"": 0.2032}, {""token"": "" the"", ""prob"": 0.0936}, {""token"": "" one"", ""prob"": 0.0832}, {""token"": "" an"", ""prob"": 0.0553}, {""token"": "" not"", ""prob"": 0.0346}]",-1.2026893,0.9228896
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,3.445,0.2578,"located?
A. Greece","[{""token"": "" located"", ""prob"": 0.2578}, {""token"": "" the"", ""prob"": 0.2004}, {""token"": "" found"", ""prob"": 0.0549}, {""token"": ""?\n"", ""prob"": 0.0526}, {""token"": "" called"", ""prob"": 0.041}]",1.1192855,0.32078278
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,6.048,0.0821,not John Milius,"[{""token"": "" the"", ""prob"": 0.0821}, {""token"": "" J"", ""prob"": 0.0511}, {""token"": "" a"", ""prob"": 0.0331}, {""token"": "" Barry"", ""prob"": 0.0246}, {""token"": "" directed"", ""prob"": 0.0217}]",6.9451838,0.16827293
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,4.4251,0.2491,an incredible question that has,"[{""token"": "" a"", ""prob"": 0.2491}, {""token"": "" the"", ""prob"": 0.093}, {""token"": "" one"", ""prob"": 0.0882}, {""token"": "" an"", ""prob"": 0.0455}, {""token"": "" Michael"", ""prob"": 0.0292}]",-0.5349308,0.22666031
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,2.2976,0.5971,"built…..
C rec","[{""token"": "" located"", ""prob"": 0.5971}, {""token"": ""?\n"", ""prob"": 0.0535}, {""token"": "" built"", ""prob"": 0.0479}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" situated"", ""prob"": 0.04}]",-1.4206731,0.030407432
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,5.4526,0.1011,marine scientist. The Earth,"[{""token"": "" biologist"", ""prob"": 0.1011}, {""token"": "" zo"", ""prob"": 0.0744}, {""token"": "" scientist"", ""prob"": 0.0558}, {""token"": "" natural"", ""prob"": 0.0313}, {""token"": "" marine"", ""prob"": 0.0282}]",3.4300413,-0.15417548
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,5.2856,0.1351,related to athletics. Let,"[{""token"": "" a"", ""prob"": 0.1351}, {""token"": "" the"", ""prob"": 0.1124}, {""token"": "" unknown"", ""prob"": 0.06}, {""token"": "" not"", ""prob"": 0.0363}, {""token"": "" an"", ""prob"": 0.0284}]",1.2638367,0.23272067
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,7.0044,0.0356,Certified asbestos educator and inhal,"[{""token"": "" lawyer"", ""prob"": 0.0356}, {""token"": "" writer"", ""prob"": 0.0164}, {""token"": "" professional"", ""prob"": 0.0151}, {""token"": "" businessman"", ""prob"": 0.0129}, {""token"": "" software"", ""prob"": 0.011}]",1.4164894,-0.3641646
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,5.6423,0.142,pushed in this TV movie,"[{""token"": "" a"", ""prob"": 0.142}, {""token"": "" the"", ""prob"": 0.0657}, {""token"": "" not"", ""prob"": 0.0383}, {""token"": "" an"", ""prob"": 0.0367}, {""token"": "" one"", ""prob"": 0.0329}]",-1.80275,0.7726219
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,5.4502,0.1554,"central London?
A.","[{""token"": "" the"", ""prob"": 0.1554}, {""token"": "" a"", ""prob"": 0.0697}, {""token"": "" it"", ""prob"": 0.0611}, {""token"": "" BBC"", ""prob"": 0.0343}, {""token"": "" located"", ""prob"": 0.0326}]",-2.0733566,0.5757515
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,5.0569,0.1808,soccer (football). The,"[{""token"": "" a"", ""prob"": 0.1808}, {""token"": "" the"", ""prob"": 0.1114}, {""token"": "" an"", ""prob"": 0.0401}, {""token"": "" not"", ""prob"": 0.0399}, {""token"": "" one"", ""prob"": 0.0396}]",-2.67809,0.15226214
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,4.7374,0.2192,something I am sure we,"[{""token"": "" a"", ""prob"": 0.2192}, {""token"": "" the"", ""prob"": 0.0747}, {""token"": "" not"", ""prob"": 0.0545}, {""token"": "" still"", ""prob"": 0.0491}, {""token"": "" one"", ""prob"": 0.0489}]",-0.58207166,0.47918072
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,4.9922,0.2409,"gay.
Contents. Sophie","[{""token"": ""\n"", ""prob"": 0.2409}, {""token"": "" a"", ""prob"": 0.0642}, {""token"": "" the"", ""prob"": 0.0467}, {""token"": ""?\n"", ""prob"": 0.0385}, {""token"": "":\n"", ""prob"": 0.0241}]",2.2738235,0.5148805
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,5.5572,0.1519,huge and unique. Se,"[{""token"": "" a"", ""prob"": 0.1519}, {""token"": "" the"", ""prob"": 0.0729}, {""token"": "" one"", ""prob"": 0.0607}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" not"", ""prob"": 0.0242}]",-2.2014832,0.7085996
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,2.2719,0.5127,"Albert Einstein, a German","[{""token"": "" Albert"", ""prob"": 0.5127}, {""token"": "" the"", ""prob"": 0.1225}, {""token"": "" Einstein"", ""prob"": 0.0833}, {""token"": "" a"", ""prob"": 0.0646}, {""token"": "" an"", ""prob"": 0.0361}]",5.5933065,-1.6330997
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,1.5797,0.5459,"Vincent van Gogh,","[{""token"": "" Vincent"", ""prob"": 0.5459}, {""token"": "" Dutch"", ""prob"": 0.226}, {""token"": "" the"", ""prob"": 0.0949}, {""token"": "" Van"", ""prob"": 0.0391}, {""token"": "" artist"", ""prob"": 0.0232}]",8.690767,0.1693962
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,4.7293,0.1989,one of the most env,"[{""token"": "" a"", ""prob"": 0.1989}, {""token"": "" one"", ""prob"": 0.1031}, {""token"": "" the"", ""prob"": 0.0703}, {""token"": "" not"", ""prob"": 0.0424}, {""token"": "" an"", ""prob"": 0.0414}]",-1.3886611,0.5061828
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,6.3727,0.0742,telegraph clerk and recorder,"[{""token"": "" teacher"", ""prob"": 0.0742}, {""token"": "" scientist"", ""prob"": 0.0467}, {""token"": "" tele"", ""prob"": 0.0433}, {""token"": "" professor"", ""prob"": 0.0221}, {""token"": "" telephone"", ""prob"": 0.0205}]",3.5973418,-0.19197278
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,3.7222,0.2168,Queen during the Pike Robbins,"[{""token"": "" Queen"", ""prob"": 0.2168}, {""token"": "" Freddie"", ""prob"": 0.1669}, {""token"": "" the"", ""prob"": 0.1275}, {""token"": "" a"", ""prob"": 0.0738}, {""token"": "" British"", ""prob"": 0.0424}]",5.223501,-0.55390394
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,5.3888,0.0999,found after 87 years,"[{""token"": "" the"", ""prob"": 0.0999}, {""token"": "" a"", ""prob"": 0.0685}, {""token"": ""\n"", ""prob"": 0.0663}, {""token"": "" Prince"", ""prob"": 0.0543}, {""token"": "" "", ""prob"": 0.026}]",0.96656555,-0.2560923
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,2.1763,0.6399,located? A) United,"[{""token"": "" located"", ""prob"": 0.6399}, {""token"": ""?\n"", ""prob"": 0.0655}, {""token"": "" in"", ""prob"": 0.0308}, {""token"": "" situated"", ""prob"": 0.0298}, {""token"": "" found"", ""prob"": 0.021}]",-0.2997787,-0.09406925
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,5.7694,0.1388,not open to dispute.,"[{""token"": "" a"", ""prob"": 0.1388}, {""token"": "" the"", ""prob"": 0.0569}, {""token"": "" one"", ""prob"": 0.0397}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" not"", ""prob"": 0.0282}]",-1.521166,0.5065008
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,2.3162,0.5575,"the Japanese Capital, Tokyo","[{""token"": "" Kyoto"", ""prob"": 0.5575}, {""token"": "" the"", ""prob"": 0.1205}, {""token"": "" Osaka"", ""prob"": 0.0401}, {""token"": "" Nintendo"", ""prob"": 0.0286}, {""token"": "" a"", ""prob"": 0.027}]",10.833338,0.24397197
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,3.0589,0.5053,"the Emperor Qin Shi,","[{""token"": "" the"", ""prob"": 0.5053}, {""token"": "" Chinese"", ""prob"": 0.0385}, {""token"": "" a"", ""prob"": 0.0347}, {""token"": "" humans"", ""prob"": 0.0299}, {""token"": "" thousands"", ""prob"": 0.0249}]",8.107729,-0.07760579
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,4.9915,0.2248,very wide. Contemporary Psycho,"[{""token"": "" a"", ""prob"": 0.2248}, {""token"": "" the"", ""prob"": 0.0811}, {""token"": "" one"", ""prob"": 0.0559}, {""token"": "" an"", ""prob"": 0.0471}, {""token"": "" not"", ""prob"": 0.0231}]",-2.288943,0.83034474
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,2.3916,0.5989,Orson Welles who,"[{""token"": "" Or"", ""prob"": 0.5989}, {""token"": "" the"", ""prob"": 0.0869}, {""token"": "" a"", ""prob"": 0.0457}, {""token"": "" director"", ""prob"": 0.0378}, {""token"": "" R"", ""prob"": 0.0267}]",8.56453,-0.65479565
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,5.0388,0.1813,Germany's number one am,"[{""token"": "" a"", ""prob"": 0.1813}, {""token"": "" not"", ""prob"": 0.0691}, {""token"": "" the"", ""prob"": 0.0647}, {""token"": "" one"", ""prob"": 0.051}, {""token"": "" an"", ""prob"": 0.0368}]",-0.56714237,0.050535046
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,6.6909,0.035,printer designing his next deal,"[{""token"": "" consultant"", ""prob"": 0.035}, {""token"": "" designer"", ""prob"": 0.0245}, {""token"": "" computer"", ""prob"": 0.023}, {""token"": "" senior"", ""prob"": 0.0186}, {""token"": "" graphic"", ""prob"": 0.0168}]",4.3845534,0.61770123
