id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,baseline,3.877,0.1892,often the most decisive factor,"[{""token"": "" the"", ""prob"": 0.1892}, {""token"": "" a"", ""prob"": 0.1698}, {""token"": "" one"", ""prob"": 0.0717}, {""token"": "" not"", ""prob"": 0.046}, {""token"": "" "", ""prob"": 0.0407}]",-39.886692,51.28659
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,baseline,3.6458,0.2396,a hot topic these days,"[{""token"": "" a"", ""prob"": 0.2396}, {""token"": "" not"", ""prob"": 0.0867}, {""token"": "" one"", ""prob"": 0.0699}, {""token"": "" unknown"", ""prob"": 0.0598}, {""token"": "" still"", ""prob"": 0.0573}]",-109.450195,49.45628
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,baseline,3.1715,0.3007,london the capital of the,"[{""token"": "" London"", ""prob"": 0.3007}, {""token"": "" located"", ""prob"": 0.0898}, {""token"": "" the"", ""prob"": 0.078}, {""token"": "" "", ""prob"": 0.0773}, {""token"": "" a"", ""prob"": 0.0766}]",-8.36732,-37.67462
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,baseline,2.1103,0.5034,"Marx and Engel, it","[{""token"": "" Karl"", ""prob"": 0.5034}, {""token"": "" Marx"", ""prob"": 0.1302}, {""token"": "" the"", ""prob"": 0.0836}, {""token"": "" two"", ""prob"": 0.0598}, {""token"": "" Friedrich"", ""prob"": 0.0428}]",111.3723,-35.475468
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,baseline,2.2665,0.4659,"Michelangelo, an Italian artist","[{""token"": "" Michelangelo"", ""prob"": 0.4659}, {""token"": "" the"", ""prob"": 0.1888}, {""token"": "" Italian"", ""prob"": 0.0739}, {""token"": "" a"", ""prob"": 0.0375}, {""token"": "" "", ""prob"": 0.035}]",117.91614,-32.53054
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,2.3748,0.4053,one of the most searched,"[{""token"": "" a"", ""prob"": 0.4053}, {""token"": "" the"", ""prob"": 0.1734}, {""token"": "" one"", ""prob"": 0.1568}, {""token"": "" an"", ""prob"": 0.0346}, {""token"": "" what"", ""prob"": 0.0226}]",-115.84456,-51.834167
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,3.4053,0.2483,"a strange enigma, which","[{""token"": "" a"", ""prob"": 0.2483}, {""token"": "" shrouded"", ""prob"": 0.1084}, {""token"": "" still"", ""prob"": 0.0806}, {""token"": "" the"", ""prob"": 0.0667}, {""token"": "" one"", ""prob"": 0.0576}]",-115.68428,69.54555
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,4.2067,0.1318,considered an important of our,"[{""token"": "" Ludwig"", ""prob"": 0.1318}, {""token"": "" Beethoven"", ""prob"": 0.1127}, {""token"": "" a"", ""prob"": 0.056}, {""token"": ""\n\n"", ""prob"": 0.0519}, {""token"": ""\n"", ""prob"": 0.0455}]",38.137466,-37.90967
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,3.4103,0.2383,the largest city of Russia,"[{""token"": "" the"", ""prob"": 0.2383}, {""token"": "" Russia"", ""prob"": 0.1153}, {""token"": "" a"", ""prob"": 0.0953}, {""token"": "" located"", ""prob"": 0.0695}, {""token"": ""?"", ""prob"": 0.0429}]",-48.38152,-121.05515
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,3.5384,0.2805,far-fetched with circumstantial,"[{""token"": "" a"", ""prob"": 0.2805}, {""token"": "" the"", ""prob"": 0.0961}, {""token"": "" not"", ""prob"": 0.0641}, {""token"": "" one"", ""prob"": 0.0518}, {""token"": "" still"", ""prob"": 0.0438}]",-108.44789,64.34913
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,2.326,0.505,the story of the,"[{""token"": "" a"", ""prob"": 0.505}, {""token"": "" the"", ""prob"": 0.1046}, {""token"": "" one"", ""prob"": 0.1043}, {""token"": "" an"", ""prob"": 0.0582}, {""token"": "" not"", ""prob"": 0.0234}]",-113.63792,-45.733807
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,4.3372,0.129,a genius who is so,"[{""token"": "" a"", ""prob"": 0.129}, {""token"": "" Quentin"", ""prob"": 0.0793}, {""token"": "" the"", ""prob"": 0.0686}, {""token"": "" also"", ""prob"": 0.054}, {""token"": "" named"", ""prob"": 0.0358}]",27.376377,-4.1130304
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,3.1038,0.2804,a question that frequently gets,"[{""token"": "" the"", ""prob"": 0.2804}, {""token"": "" a"", ""prob"": 0.1952}, {""token"": "" located"", ""prob"": 0.0856}, {""token"": "" one"", ""prob"": 0.0467}, {""token"": "" an"", ""prob"": 0.0288}]",-64.30305,-118.51454
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,2.0701,0.4116,Apple. Many critics claim,"[{""token"": "" Steve"", ""prob"": 0.4116}, {""token"": "" Apple"", ""prob"": 0.2933}, {""token"": "" a"", ""prob"": 0.0803}, {""token"": "" the"", ""prob"": 0.0584}, {""token"": "" an"", ""prob"": 0.017}]",119.36836,-11.4583435
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,2.4509,0.4066,a question many of Novak,"[{""token"": "" a"", ""prob"": 0.4066}, {""token"": "" the"", ""prob"": 0.1703}, {""token"": "" one"", ""prob"": 0.1388}, {""token"": "" an"", ""prob"": 0.0444}, {""token"": "" what"", ""prob"": 0.0235}]",-112.21318,-58.9936
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,5.3576,0.0559,mechanic to help provide for,"[{""token"": "" journalist"", ""prob"": 0.0559}, {""token"": "" British"", ""prob"": 0.0379}, {""token"": "" consultant"", ""prob"": 0.0313}, {""token"": "" reporter"", ""prob"": 0.0302}, {""token"": "" war"", ""prob"": 0.0253}]",127.916595,15.051365
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,3.8613,0.1344,"Rome, the capital of","[{""token"": "" Rome"", ""prob"": 0.1344}, {""token"": "" the"", ""prob"": 0.1187}, {""token"": "" located"", ""prob"": 0.086}, {""token"": "" "", ""prob"": 0.0749}, {""token"": "" a"", ""prob"": 0.0472}]",-10.066691,-34.171276
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.0575,0.2,the hardest job I have,"[{""token"": "" a"", ""prob"": 0.2}, {""token"": "" the"", ""prob"": 0.1059}, {""token"": "" one"", ""prob"": 0.0841}, {""token"": "" not"", ""prob"": 0.0567}, {""token"": "" to"", ""prob"": 0.0499}]",-60.714775,42.784706
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,1.2365,0.7748,"located?
What is","[{""token"": "" located"", ""prob"": 0.7748}, {""token"": "" found"", ""prob"": 0.0617}, {""token"": ""?"", ""prob"": 0.044}, {""token"": "" the"", ""prob"": 0.0276}, {""token"": "" situated"", ""prob"": 0.0068}]",-7.006592,-126.085365
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,4.6695,0.0661,not without responsibility in the,"[{""token"": "" the"", ""prob"": 0.0661}, {""token"": "" a"", ""prob"": 0.0572}, {""token"": "" back"", ""prob"": 0.0549}, {""token"": "" now"", ""prob"": 0.0381}, {""token"": "" returning"", ""prob"": 0.0331}]",29.965338,2.9932988
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,2.5069,0.4138,a question that many people,"[{""token"": "" a"", ""prob"": 0.4138}, {""token"": "" the"", ""prob"": 0.149}, {""token"": "" one"", ""prob"": 0.1382}, {""token"": "" an"", ""prob"": 0.0489}, {""token"": "" what"", ""prob"": 0.019}]",-110.118034,-58.186676
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,1.6932,0.6661,"found ?

Write a","[{""token"": "" located"", ""prob"": 0.6661}, {""token"": ""?"", ""prob"": 0.0862}, {""token"": "" found"", ""prob"": 0.0646}, {""token"": "" situated"", ""prob"": 0.0208}, {""token"": "" the"", ""prob"": 0.0166}]",-18.455519,-117.377594
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,2.6136,0.4347,successful breeder of rare Galapagos,"[{""token"": "" naturalist"", ""prob"": 0.4347}, {""token"": "" biologist"", ""prob"": 0.097}, {""token"": "" scientist"", ""prob"": 0.0812}, {""token"": "" geologist"", ""prob"": 0.0584}, {""token"": "" famous"", ""prob"": 0.0375}]",111.09038,-7.6363115
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,3.0327,0.295,easy to find on Wikipedia,"[{""token"": "" a"", ""prob"": 0.295}, {""token"": "" the"", ""prob"": 0.2127}, {""token"": "" one"", ""prob"": 0.0747}, {""token"": "" an"", ""prob"": 0.0478}, {""token"": "" he"", ""prob"": 0.0325}]",-86.21774,-83.44811
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,3.6523,0.1548,boxer. He is also,"[{""token"": "" former"", ""prob"": 0.1548}, {""token"": "" boxer"", ""prob"": 0.1486}, {""token"": "" professional"", ""prob"": 0.144}, {""token"": "" retired"", ""prob"": 0.0923}, {""token"": "" famous"", ""prob"": 0.0394}]",115.69293,2.7838023
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,3.9075,0.1257,an actress but she knows,"[{""token"": "" an"", ""prob"": 0.1257}, {""token"": "" actress"", ""prob"": 0.113}, {""token"": "" a"", ""prob"": 0.0988}, {""token"": "" that"", ""prob"": 0.0877}, {""token"": "" the"", ""prob"": 0.0504}]",14.842453,25.511246
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,3.288,0.2679,"England, Wales, Scotland","[{""token"": "" the"", ""prob"": 0.2679}, {""token"": "" a"", ""prob"": 0.2044}, {""token"": "" it"", ""prob"": 0.0572}, {""token"": "" one"", ""prob"": 0.0341}, {""token"": "" an"", ""prob"": 0.0275}]",-72.004135,-114.79875
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,3.1128,0.3287,the big question in,"[{""token"": "" a"", ""prob"": 0.3287}, {""token"": "" the"", ""prob"": 0.161}, {""token"": "" one"", ""prob"": 0.0894}, {""token"": "" an"", ""prob"": 0.0596}, {""token"": "" not"", ""prob"": 0.0308}]",-110.152084,-35.93481
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,2.3028,0.4518,a question that might have,"[{""token"": "" a"", ""prob"": 0.4518}, {""token"": "" the"", ""prob"": 0.1724}, {""token"": "" one"", ""prob"": 0.1149}, {""token"": "" an"", ""prob"": 0.0354}, {""token"": "" what"", ""prob"": 0.027}]",-109.058685,-64.65368
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,4.3436,0.1206,a French composer named,"[{""token"": "" Georges"", ""prob"": 0.1206}, {""token"": "" a"", ""prob"": 0.0951}, {""token"": "" the"", ""prob"": 0.064}, {""token"": "" George"", ""prob"": 0.0512}, {""token"": "" also"", ""prob"": 0.0463}]",22.445517,-31.645569
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,3.7517,0.1683,perhaps the most prestigious ac,"[{""token"": "" a"", ""prob"": 0.1683}, {""token"": "" one"", ""prob"": 0.1672}, {""token"": "" the"", ""prob"": 0.1318}, {""token"": "" not"", ""prob"": 0.037}, {""token"": "" an"", ""prob"": 0.0363}]",-65.84653,62.30111
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,2.0385,0.5531,$\underline{\phantom{\,"[{""token"": "" Albert"", ""prob"": 0.5531}, {""token"": "" Einstein"", ""prob"": 0.1354}, {""token"": "" a"", ""prob"": 0.0599}, {""token"": "" the"", ""prob"": 0.0584}, {""token"": "" two"", ""prob"": 0.0201}]",112.99415,-36.507294
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,2.0499,0.4631,Van Gogh and it is,"[{""token"": "" Vincent"", ""prob"": 0.4631}, {""token"": "" the"", ""prob"": 0.18}, {""token"": "" Van"", ""prob"": 0.0918}, {""token"": "" Dutch"", ""prob"": 0.0782}, {""token"": "" a"", ""prob"": 0.0227}]",108.128975,-31.96348
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,2.5222,0.4063,a question many people might,"[{""token"": "" a"", ""prob"": 0.4063}, {""token"": "" one"", ""prob"": 0.1501}, {""token"": "" the"", ""prob"": 0.1464}, {""token"": "" an"", ""prob"": 0.0431}, {""token"": "" what"", ""prob"": 0.0209}]",-114.14719,-55.449352
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,4.1964,0.1283,deaf teacher and hears reports,"[{""token"": "" teacher"", ""prob"": 0.1283}, {""token"": "" scientist"", ""prob"": 0.1214}, {""token"": "" telephone"", ""prob"": 0.0892}, {""token"": "" professor"", ""prob"": 0.0762}, {""token"": "" phone"", ""prob"": 0.0451}]",117.92706,-1.9087473
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,2.7451,0.2483,Freddie Mercury and Queen at,"[{""token"": "" Freddie"", ""prob"": 0.2483}, {""token"": "" Queen"", ""prob"": 0.2475}, {""token"": "" the"", ""prob"": 0.1115}, {""token"": "" Brian"", ""prob"": 0.1058}, {""token"": "" a"", ""prob"": 0.0284}]",112.8506,-23.527838
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,4.0156,0.1789,70 today.,"[{""token"": "" dead"", ""prob"": 0.1789}, {""token"": "" the"", ""prob"": 0.0825}, {""token"": "" "", ""prob"": 0.0524}, {""token"": "" in"", ""prob"": 0.048}, {""token"": "" a"", ""prob"": 0.0372}]",-13.2871685,3.0808806
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,1.4879,0.7267,"located?

In what","[{""token"": "" located"", ""prob"": 0.7267}, {""token"": ""?"", ""prob"": 0.0851}, {""token"": "" situated"", ""prob"": 0.0303}, {""token"": "" found"", ""prob"": 0.0284}, {""token"": "" the"", ""prob"": 0.0092}]",-12.887854,-108.15286
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,4.604,0.11,biographical.  His life,"[{""token"": "" a"", ""prob"": 0.11}, {""token"": "" the"", ""prob"": 0.0896}, {""token"": "" one"", ""prob"": 0.049}, {""token"": "" \"""", ""prob"": 0.0459}, {""token"": "" not"", ""prob"": 0.0381}]",-24.987207,42.42596
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,1.8504,0.6498,"Kyoto, Japan. Nintendo","[{""token"": "" Kyoto"", ""prob"": 0.6498}, {""token"": "" the"", ""prob"": 0.1166}, {""token"": "" Japan"", ""prob"": 0.0368}, {""token"": "" "", ""prob"": 0.0221}, {""token"": "" Tokyo"", ""prob"": 0.0201}]",76.98944,-59.317818
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,2.7169,0.5175,the first emperor of the,"[{""token"": "" the"", ""prob"": 0.5175}, {""token"": "" a"", ""prob"": 0.0501}, {""token"": "" Chinese"", ""prob"": 0.0319}, {""token"": "" Qin"", ""prob"": 0.0284}, {""token"": "" Emperor"", ""prob"": 0.0256}]",103.56658,-18.040506
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,3.6806,0.2188,pretty well filled at the,"[{""token"": "" a"", ""prob"": 0.2188}, {""token"": "" one"", ""prob"": 0.1709}, {""token"": "" the"", ""prob"": 0.0866}, {""token"": "" an"", ""prob"": 0.0457}, {""token"": "" not"", ""prob"": 0.0354}]",-72.72382,75.04527
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,2.7887,0.291,the directorOrson Welles,"[{""token"": "" Or"", ""prob"": 0.291}, {""token"": "" the"", ""prob"": 0.2251}, {""token"": "" a"", ""prob"": 0.1027}, {""token"": "" director"", ""prob"": 0.0684}, {""token"": "" American"", ""prob"": 0.0419}]",116.999245,-28.123232
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,2.4475,0.4113,the question that viewers want,"[{""token"": "" a"", ""prob"": 0.4113}, {""token"": "" the"", ""prob"": 0.1751}, {""token"": "" one"", ""prob"": 0.1344}, {""token"": "" an"", ""prob"": 0.0434}, {""token"": "" what"", ""prob"": 0.0212}]",-108.44798,-62.915997
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,4.9736,0.0769,"tech guru, but can","[{""token"": "" consultant"", ""prob"": 0.0769}, {""token"": "" designer"", ""prob"": 0.0582}, {""token"": "" CEO"", ""prob"": 0.0471}, {""token"": "" product"", ""prob"": 0.039}, {""token"": "" creative"", ""prob"": 0.0363}]",118.61178,14.643424
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,baseline,2.8164,0.3236,the question that people around,"[{""token"": "" the"", ""prob"": 0.3236}, {""token"": "" a"", ""prob"": 0.2834}, {""token"": "" one"", ""prob"": 0.0454}, {""token"": "" an"", ""prob"": 0.0281}, {""token"": "" it"", ""prob"": 0.0223}]",-84.12109,-119.089264
