id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
16,The category of Harry Potter is,The category of The Gamble is,An arbitrary novel falls under the category of,baseline,5.4598,0.1137,"entitled to represent magic,","[{""token"": "" a"", ""prob"": 0.1137}, {""token"": "" one"", ""prob"": 0.0751}, {""token"": "" the"", ""prob"": 0.036}, {""token"": "" not"", ""prob"": 0.0292}, {""token"": "" full"", ""prob"": 0.0253}]",3.8791664,-1.0412725
17,What sport does Lionel Messi play is,What sport does Roland Repiský play is,What sport a random professional athlete plays is,baseline,4.591,0.2207,currently Argentina's national football,"[{""token"": "" a"", ""prob"": 0.2207}, {""token"": "" one"", ""prob"": 0.1027}, {""token"": "" the"", ""prob"": 0.0879}, {""token"": "" an"", ""prob"": 0.0447}, {""token"": "" not"", ""prob"": 0.0421}]",4.401499,-2.4216337
18,In what country is Port-au-Prince located is,"In what country is Babino, Haiti is",In what country a village with a population of ten is,baseline,4.0809,0.2778,"Haiti.
Haiti","[{""token"": "" the"", ""prob"": 0.2778}, {""token"": "" a"", ""prob"": 0.0968}, {""token"": "" Haiti"", ""prob"": 0.0706}, {""token"": "" located"", ""prob"": 0.0537}, {""token"": "" one"", ""prob"": 0.043}]",2.947835,0.9205255
19,In what country is the University of Oxford located is,In what country is Szczecin Scientific Society is,In what country a local scientific organization is,baseline,4.3991,0.1536,the blop of know,"[{""token"": "" a"", ""prob"": 0.1536}, {""token"": "" the"", ""prob"": 0.1499}, {""token"": "" Oxford"", ""prob"": 0.0956}, {""token"": "" one"", ""prob"": 0.0837}, {""token"": "" located"", ""prob"": 0.0362}]",3.0095572,0.07396941
20,Leonardo da Vinci works as a,Ivo Perilli works as a,A person with a common Italian name works as a,baseline,7.101,0.0406,translator during his last years,"[{""token"": "" painter"", ""prob"": 0.0406}, {""token"": "" model"", ""prob"": 0.0228}, {""token"": "" sculpt"", ""prob"": 0.0195}, {""token"": "" guide"", ""prob"": 0.0163}, {""token"": "" master"", ""prob"": 0.0141}]",-4.9478145,-0.5998797
21,"By profession, Albert Einstein is a","By profession, Carsten Carlsen is a","By profession, a person you would find in a skyscraper is a",baseline,3.2519,0.3425,"physicist, and he engaged","[{""token"": "" physicist"", ""prob"": 0.3425}, {""token"": "" theoretical"", ""prob"": 0.1552}, {""token"": "" scientist"", ""prob"": 0.0791}, {""token"": "" German"", ""prob"": 0.0637}, {""token"": "" famous"", ""prob"": 0.0276}]",-4.686368,-0.19958307
22,In what country is the Cannes Film Festival held is,In what country is Contest is,In what country a generic annual festival is,baseline,4.7316,0.1449,"in?
The Cannes Film","[{""token"": "" the"", ""prob"": 0.1449}, {""token"": "" a"", ""prob"": 0.0854}, {""token"": "" "", ""prob"": 0.0591}, {""token"": "" held"", ""prob"": 0.0575}, {""token"": "" one"", ""prob"": 0.0504}]",3.0630906,0.98908496
23,the composer of The Magic Flute is,"the composer of The Greater Good, or the Passion of Boule de Suif is",Any composer of an 18th-century opera is,baseline,3.7933,0.3994,"______
Answer: Wolfgang","[{""token"": ""\n"", ""prob"": 0.3994}, {""token"": ""?\n"", ""prob"": 0.0643}, {""token"": "":\n"", ""prob"": 0.0394}, {""token"": "" a"", ""prob"": 0.0327}, {""token"": "" the"", ""prob"": 0.0237}]",0.013130835,2.1582298
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,baseline,5.5509,0.0999,"Yes.
I loved the","[{""token"": "" the"", ""prob"": 0.0999}, {""token"": "" Paul"", ""prob"": 0.0724}, {""token"": "" John"", ""prob"": 0.0723}, {""token"": "" a"", ""prob"": 0.04}, {""token"": "" George"", ""prob"": 0.0226}]",-2.154512,0.65907675
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,baseline,4.6129,0.2536,"called what?
A.","[{""token"": "" a"", ""prob"": 0.2536}, {""token"": "" the"", ""prob"": 0.1629}, {""token"": "" an"", ""prob"": 0.0441}, {""token"": "" called"", ""prob"": 0.0278}, {""token"": "" not"", ""prob"": 0.0206}]",1.196668,-0.22837584
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,baseline,4.003,0.1988,"unknown, but is thought","[{""token"": "" a"", ""prob"": 0.1988}, {""token"": "" unknown"", ""prob"": 0.1112}, {""token"": "" still"", ""prob"": 0.0906}, {""token"": "" not"", ""prob"": 0.0734}, {""token"": "" one"", ""prob"": 0.0491}]",5.0035768,-3.8597467
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,baseline,3.8719,0.2326,":
A. London","[{""token"": ""\n"", ""prob"": 0.2326}, {""token"": "" London"", ""prob"": 0.1702}, {""token"": ""?\n"", ""prob"": 0.0626}, {""token"": "":\n"", ""prob"": 0.0467}, {""token"": "" located"", ""prob"": 0.0292}]",0.6088531,2.7022045
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,baseline,1.8675,0.5947,Russian emigrants in France,"[{""token"": "" Karl"", ""prob"": 0.5947}, {""token"": "" two"", ""prob"": 0.1039}, {""token"": "" the"", ""prob"": 0.1029}, {""token"": "" Marx"", ""prob"": 0.052}, {""token"": "" a"", ""prob"": 0.027}]",-5.1294265,-0.039614413
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,baseline,2.8188,0.4517,Michelangelo for the Pope,"[{""token"": "" Michel"", ""prob"": 0.4517}, {""token"": "" Italian"", ""prob"": 0.0969}, {""token"": "" the"", ""prob"": 0.0933}, {""token"": "" a"", ""prob"": 0.0624}, {""token"": "" an"", ""prob"": 0.019}]",-5.354524,0.07713279
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,4.9196,0.1893,going to bring sports fans,"[{""token"": "" a"", ""prob"": 0.1893}, {""token"": "" one"", ""prob"": 0.0819}, {""token"": "" the"", ""prob"": 0.0816}, {""token"": "" not"", ""prob"": 0.0401}, {""token"": "" an"", ""prob"": 0.0361}]",4.2539606,-2.108956
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,4.8093,0.1655,not quite well known but,"[{""token"": "" a"", ""prob"": 0.1655}, {""token"": "" not"", ""prob"": 0.1041}, {""token"": "" in"", ""prob"": 0.0476}, {""token"": "" the"", ""prob"": 0.0451}, {""token"": "" unknown"", ""prob"": 0.037}]",3.7563415,-2.5540202
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,4.1066,0.3558,Cruc... anything that The,"[{""token"": ""\n"", ""prob"": 0.3558}, {""token"": ""?\n"", ""prob"": 0.065}, {""token"": "" a"", ""prob"": 0.0438}, {""token"": "":\n"", ""prob"": 0.0383}, {""token"": "" the"", ""prob"": 0.0293}]",0.38272887,2.139099
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,4.4891,0.1795,the capital city of Russia,"[{""token"": "" the"", ""prob"": 0.1795}, {""token"": "" a"", ""prob"": 0.1097}, {""token"": "" Russia"", ""prob"": 0.075}, {""token"": "" located"", ""prob"": 0.0631}, {""token"": "" one"", ""prob"": 0.0482}]",3.4403183,0.58756244
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,5.1306,0.1695,something that usually comes up,"[{""token"": "" a"", ""prob"": 0.1695}, {""token"": "" not"", ""prob"": 0.08}, {""token"": "" the"", ""prob"": 0.0393}, {""token"": "" in"", ""prob"": 0.0392}, {""token"": "" an"", ""prob"": 0.0316}]",3.5147817,-3.0651352
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,5.3071,0.1517,"in the NBA?
What","[{""token"": "" a"", ""prob"": 0.1517}, {""token"": "" the"", ""prob"": 0.1039}, {""token"": "" not"", ""prob"": 0.0449}, {""token"": "" one"", ""prob"": 0.0378}, {""token"": "" an"", ""prob"": 0.0265}]",4.0864754,-2.0987751
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,5.7406,0.0775,the brother of the guy,"[{""token"": "" a"", ""prob"": 0.0775}, {""token"": "" the"", ""prob"": 0.0542}, {""token"": "" now"", ""prob"": 0.0494}, {""token"": "" also"", ""prob"": 0.0434}, {""token"": "" an"", ""prob"": 0.0257}]",0.05233602,2.0154831
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,4.8312,0.1681,declined the museum is in,"[{""token"": "" a"", ""prob"": 0.1681}, {""token"": "" the"", ""prob"": 0.1365}, {""token"": "" located"", ""prob"": 0.0533}, {""token"": "" an"", ""prob"": 0.0478}, {""token"": "" London"", ""prob"": 0.047}]",3.300411,0.1552103
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,2.6911,0.3545,a team of developers at,"[{""token"": "" Steve"", ""prob"": 0.3545}, {""token"": "" Apple"", ""prob"": 0.2916}, {""token"": "" a"", ""prob"": 0.0662}, {""token"": "" the"", ""prob"": 0.0592}, {""token"": "" two"", ""prob"": 0.0256}]",-5.465201,-0.23741485
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,5.0243,0.1739,one of the best tennis,"[{""token"": "" a"", ""prob"": 0.1739}, {""token"": "" the"", ""prob"": 0.0724}, {""token"": "" one"", ""prob"": 0.0623}, {""token"": "" not"", ""prob"": 0.0493}, {""token"": "" an"", ""prob"": 0.0327}]",4.2078495,-2.0582688
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,7.3137,0.0233,Business Development Manager at Dil,"[{""token"": "" consultant"", ""prob"": 0.0233}, {""token"": "" journalist"", ""prob"": 0.0178}, {""token"": "" writer"", ""prob"": 0.0163}, {""token"": "" freelance"", ""prob"": 0.014}, {""token"": "" teacher"", ""prob"": 0.012}]",-6.009035,-0.7011821
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,4.9257,0.173,Persepolis,"[{""token"": ""\n"", ""prob"": 0.173}, {""token"": "" located"", ""prob"": 0.065}, {""token"": "" the"", ""prob"": 0.0422}, {""token"": "":\n"", ""prob"": 0.031}, {""token"": ""?\n"", ""prob"": 0.0292}]",2.0048332,2.5738666
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.7046,0.2032,the latest casualty on the,"[{""token"": "" a"", ""prob"": 0.2032}, {""token"": "" the"", ""prob"": 0.0936}, {""token"": "" one"", ""prob"": 0.0832}, {""token"": "" an"", ""prob"": 0.0553}, {""token"": "" not"", ""prob"": 0.0346}]",3.8900661,-1.1346332
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,3.445,0.2578,"located?
A. Greece","[{""token"": "" located"", ""prob"": 0.2578}, {""token"": "" the"", ""prob"": 0.2004}, {""token"": "" found"", ""prob"": 0.0549}, {""token"": ""?\n"", ""prob"": 0.0526}, {""token"": "" called"", ""prob"": 0.041}]",2.8184793,4.380046
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,6.048,0.0821,not John Milius,"[{""token"": "" the"", ""prob"": 0.0821}, {""token"": "" J"", ""prob"": 0.0511}, {""token"": "" a"", ""prob"": 0.0331}, {""token"": "" Barry"", ""prob"": 0.0246}, {""token"": "" directed"", ""prob"": 0.0217}]",-2.3484817,0.5571602
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,4.4251,0.2491,an incredible question that has,"[{""token"": "" a"", ""prob"": 0.2491}, {""token"": "" the"", ""prob"": 0.093}, {""token"": "" one"", ""prob"": 0.0882}, {""token"": "" an"", ""prob"": 0.0455}, {""token"": "" Michael"", ""prob"": 0.0292}]",4.1733994,-1.88995
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,2.2976,0.5971,"built…..
C rec","[{""token"": "" located"", ""prob"": 0.5971}, {""token"": ""?\n"", ""prob"": 0.0535}, {""token"": "" built"", ""prob"": 0.0479}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" situated"", ""prob"": 0.04}]",2.8398275,4.8716273
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,5.4526,0.1011,marine scientist. The Earth,"[{""token"": "" biologist"", ""prob"": 0.1011}, {""token"": "" zo"", ""prob"": 0.0744}, {""token"": "" scientist"", ""prob"": 0.0558}, {""token"": "" natural"", ""prob"": 0.0313}, {""token"": "" marine"", ""prob"": 0.0282}]",-5.254254,-0.4944342
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,5.2856,0.1351,related to athletics. Let,"[{""token"": "" a"", ""prob"": 0.1351}, {""token"": "" the"", ""prob"": 0.1124}, {""token"": "" unknown"", ""prob"": 0.06}, {""token"": "" not"", ""prob"": 0.0363}, {""token"": "" an"", ""prob"": 0.0284}]",3.3905334,-1.0963588
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,7.0044,0.0356,Certified asbestos educator and inhal,"[{""token"": "" lawyer"", ""prob"": 0.0356}, {""token"": "" writer"", ""prob"": 0.0164}, {""token"": "" professional"", ""prob"": 0.0151}, {""token"": "" businessman"", ""prob"": 0.0129}, {""token"": "" software"", ""prob"": 0.011}]",-5.8607206,-0.8882116
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,5.6423,0.142,pushed in this TV movie,"[{""token"": "" a"", ""prob"": 0.142}, {""token"": "" the"", ""prob"": 0.0657}, {""token"": "" not"", ""prob"": 0.0383}, {""token"": "" an"", ""prob"": 0.0367}, {""token"": "" one"", ""prob"": 0.0329}]",3.6518016,-2.3766448
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,5.4502,0.1554,"central London?
A.","[{""token"": "" the"", ""prob"": 0.1554}, {""token"": "" a"", ""prob"": 0.0697}, {""token"": "" it"", ""prob"": 0.0611}, {""token"": "" BBC"", ""prob"": 0.0343}, {""token"": "" located"", ""prob"": 0.0326}]",2.7158895,1.4687091
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,5.0569,0.1808,soccer (football). The,"[{""token"": "" a"", ""prob"": 0.1808}, {""token"": "" the"", ""prob"": 0.1114}, {""token"": "" an"", ""prob"": 0.0401}, {""token"": "" not"", ""prob"": 0.0399}, {""token"": "" one"", ""prob"": 0.0396}]",3.8788466,-1.5782167
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,4.7374,0.2192,something I am sure we,"[{""token"": "" a"", ""prob"": 0.2192}, {""token"": "" the"", ""prob"": 0.0747}, {""token"": "" not"", ""prob"": 0.0545}, {""token"": "" still"", ""prob"": 0.0491}, {""token"": "" one"", ""prob"": 0.0489}]",4.5785365,-2.8862796
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,4.9922,0.2409,"gay.
Contents. Sophie","[{""token"": ""\n"", ""prob"": 0.2409}, {""token"": "" a"", ""prob"": 0.0642}, {""token"": "" the"", ""prob"": 0.0467}, {""token"": ""?\n"", ""prob"": 0.0385}, {""token"": "":\n"", ""prob"": 0.0241}]",0.71080065,2.5545015
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,5.5572,0.1519,huge and unique. Se,"[{""token"": "" a"", ""prob"": 0.1519}, {""token"": "" the"", ""prob"": 0.0729}, {""token"": "" one"", ""prob"": 0.0607}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" not"", ""prob"": 0.0242}]",3.2245688,-1.0203667
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,2.2719,0.5127,"Albert Einstein, a German","[{""token"": "" Albert"", ""prob"": 0.5127}, {""token"": "" the"", ""prob"": 0.1225}, {""token"": "" Einstein"", ""prob"": 0.0833}, {""token"": "" a"", ""prob"": 0.0646}, {""token"": "" an"", ""prob"": 0.0361}]",-5.3293567,-0.23245624
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,1.5797,0.5459,"Vincent van Gogh,","[{""token"": "" Vincent"", ""prob"": 0.5459}, {""token"": "" Dutch"", ""prob"": 0.226}, {""token"": "" the"", ""prob"": 0.0949}, {""token"": "" Van"", ""prob"": 0.0391}, {""token"": "" artist"", ""prob"": 0.0232}]",-5.574613,0.13385317
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,4.7293,0.1989,one of the most env,"[{""token"": "" a"", ""prob"": 0.1989}, {""token"": "" one"", ""prob"": 0.1031}, {""token"": "" the"", ""prob"": 0.0703}, {""token"": "" not"", ""prob"": 0.0424}, {""token"": "" an"", ""prob"": 0.0414}]",4.3675284,-2.261029
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,6.3727,0.0742,telegraph clerk and recorder,"[{""token"": "" teacher"", ""prob"": 0.0742}, {""token"": "" scientist"", ""prob"": 0.0467}, {""token"": "" tele"", ""prob"": 0.0433}, {""token"": "" professor"", ""prob"": 0.0221}, {""token"": "" telephone"", ""prob"": 0.0205}]",-5.330083,0.029017814
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,3.7222,0.2168,Queen during the Pike Robbins,"[{""token"": "" Queen"", ""prob"": 0.2168}, {""token"": "" Freddie"", ""prob"": 0.1669}, {""token"": "" the"", ""prob"": 0.1275}, {""token"": "" a"", ""prob"": 0.0738}, {""token"": "" British"", ""prob"": 0.0424}]",-5.0199833,-0.1383019
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,5.3888,0.0999,found after 87 years,"[{""token"": "" the"", ""prob"": 0.0999}, {""token"": "" a"", ""prob"": 0.0685}, {""token"": ""\n"", ""prob"": 0.0663}, {""token"": "" Prince"", ""prob"": 0.0543}, {""token"": "" "", ""prob"": 0.026}]",-0.55313635,1.7744715
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,2.1763,0.6399,located? A) United,"[{""token"": "" located"", ""prob"": 0.6399}, {""token"": ""?\n"", ""prob"": 0.0655}, {""token"": "" in"", ""prob"": 0.0308}, {""token"": "" situated"", ""prob"": 0.0298}, {""token"": "" found"", ""prob"": 0.021}]",2.4411626,4.901329
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,5.7694,0.1388,not open to dispute.,"[{""token"": "" a"", ""prob"": 0.1388}, {""token"": "" the"", ""prob"": 0.0569}, {""token"": "" one"", ""prob"": 0.0397}, {""token"": "" an"", ""prob"": 0.0311}, {""token"": "" not"", ""prob"": 0.0282}]",2.8834765,-0.88184386
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,2.3162,0.5575,"the Japanese Capital, Tokyo","[{""token"": "" Kyoto"", ""prob"": 0.5575}, {""token"": "" the"", ""prob"": 0.1205}, {""token"": "" Osaka"", ""prob"": 0.0401}, {""token"": "" Nintendo"", ""prob"": 0.0286}, {""token"": "" a"", ""prob"": 0.027}]",-3.467907,0.63562804
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,3.0589,0.5053,"the Emperor Qin Shi,","[{""token"": "" the"", ""prob"": 0.5053}, {""token"": "" Chinese"", ""prob"": 0.0385}, {""token"": "" a"", ""prob"": 0.0347}, {""token"": "" humans"", ""prob"": 0.0299}, {""token"": "" thousands"", ""prob"": 0.0249}]",-4.738139,0.025163284
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,4.9915,0.2248,very wide. Contemporary Psycho,"[{""token"": "" a"", ""prob"": 0.2248}, {""token"": "" the"", ""prob"": 0.0811}, {""token"": "" one"", ""prob"": 0.0559}, {""token"": "" an"", ""prob"": 0.0471}, {""token"": "" not"", ""prob"": 0.0231}]",2.4433749,-0.532209
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,2.3916,0.5989,Orson Welles who,"[{""token"": "" Or"", ""prob"": 0.5989}, {""token"": "" the"", ""prob"": 0.0869}, {""token"": "" a"", ""prob"": 0.0457}, {""token"": "" director"", ""prob"": 0.0378}, {""token"": "" R"", ""prob"": 0.0267}]",-4.8999953,0.4438641
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,5.0388,0.1813,Germany's number one am,"[{""token"": "" a"", ""prob"": 0.1813}, {""token"": "" not"", ""prob"": 0.0691}, {""token"": "" the"", ""prob"": 0.0647}, {""token"": "" one"", ""prob"": 0.051}, {""token"": "" an"", ""prob"": 0.0368}]",3.6416252,-2.0644333
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,6.6909,0.035,printer designing his next deal,"[{""token"": "" consultant"", ""prob"": 0.035}, {""token"": "" designer"", ""prob"": 0.0245}, {""token"": "" computer"", ""prob"": 0.023}, {""token"": "" senior"", ""prob"": 0.0186}, {""token"": "" graphic"", ""prob"": 0.0168}]",-5.49147,-0.43638772
