id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
11,The category of Star Wars is,The category of Close to Home is,Any media franchise you choose belongs to the category of,baseline,3.9306,0.1713,considered one of the best,"[{""token"": "" one"", ""prob"": 0.1713}, {""token"": "" a"", ""prob"": 0.1229}, {""token"": "" the"", ""prob"": 0.0706}, {""token"": "" not"", ""prob"": 0.0422}, {""token"": "" very"", ""prob"": 0.0401}]",14.786755,-2.4071107
12,Napoleon Bonaparte is located in,Clemente Isnard is located in,A random historical figure is located in,baseline,2.7177,0.4359,"central Shanghai, directly connected","[{""token"": "" the"", ""prob"": 0.4359}, {""token"": "" a"", ""prob"": 0.2002}, {""token"": "" Paris"", ""prob"": 0.0555}, {""token"": "" an"", ""prob"": 0.0335}, {""token"": "" Saint"", ""prob"": 0.0233}]",-18.66476,1.8388157
13,The person responsible for the play Hamlet is,"The person responsible for Thank You, Madame is",A person of your choice responsible for a play is,baseline,4.2387,0.1684,the principal character in that,"[{""token"": "" the"", ""prob"": 0.1684}, {""token"": "" a"", ""prob"": 0.0819}, {""token"": "" not"", ""prob"": 0.0482}, {""token"": "" Shakespeare"", ""prob"": 0.0457}, {""token"": "" William"", ""prob"": 0.0408}]",26.398298,-1.4094121
14,The location of the Eiffel Tower is,The location of Leobardo Soto is,The location of any individual named Soto is,baseline,4.1283,0.108,the first attraction that comes,"[{""token"": "" one"", ""prob"": 0.108}, {""token"": "" a"", ""prob"": 0.0979}, {""token"": "" the"", ""prob"": 0.0885}, {""token"": "" in"", ""prob"": 0.0502}, {""token"": "" not"", ""prob"": 0.0414}]",17.867205,-0.7604324
15,In what country is Washington D.C. located is,In what country is Grant is,In what country is a city named after a general is,baseline,3.2878,0.2386,that question guys so I,"[{""token"": "" the"", ""prob"": 0.2386}, {""token"": "" a"", ""prob"": 0.1587}, {""token"": "" it"", ""prob"": 0.0614}, {""token"": "" located"", ""prob"": 0.0589}, {""token"": "" Washington"", ""prob"": 0.0513}]",-20.95621,0.37265038
16,The category of Harry Potter is,The category of The Gamble is,An arbitrary novel falls under the category of,baseline,3.8688,0.1684,"popular, and it’","[{""token"": "" one"", ""prob"": 0.1684}, {""token"": "" a"", ""prob"": 0.1353}, {""token"": "" the"", ""prob"": 0.0906}, {""token"": "" very"", ""prob"": 0.0444}, {""token"": "" not"", ""prob"": 0.0376}]",13.93243,-2.5675278
17,What sport does Lionel Messi play is,What sport does Roland Repiský play is,What sport a random professional athlete plays is,baseline,2.2569,0.409,a hot topic over the,"[{""token"": "" a"", ""prob"": 0.409}, {""token"": "" one"", ""prob"": 0.182}, {""token"": "" the"", ""prob"": 0.1724}, {""token"": "" an"", ""prob"": 0.0318}, {""token"": "" what"", ""prob"": 0.0196}]",-0.027918458,-3.7604322
18,In what country is Port-au-Prince located is,"In what country is Babino, Haiti is",In what country a village with a population of ten is,baseline,3.1216,0.2704,"in?

The United","[{""token"": "" the"", ""prob"": 0.2704}, {""token"": "" a"", ""prob"": 0.1618}, {""token"": "" located"", ""prob"": 0.1036}, {""token"": "" Haiti"", ""prob"": 0.0515}, {""token"": "" one"", ""prob"": 0.0348}]",-23.86784,0.75689536
19,In what country is the University of Oxford located is,In what country is Szczecin Scientific Society is,In what country a local scientific organization is,baseline,3.2869,0.2481,a question that has drawn,"[{""token"": "" the"", ""prob"": 0.2481}, {""token"": "" a"", ""prob"": 0.1623}, {""token"": "" located"", ""prob"": 0.0949}, {""token"": "" one"", ""prob"": 0.0493}, {""token"": ""?"", ""prob"": 0.0422}]",-22.159878,0.60740525
20,Leonardo da Vinci works as a,Ivo Perilli works as a,A person with a common Italian name works as a,baseline,5.2111,0.1179,curator at the Museum of,"[{""token"": "" painter"", ""prob"": 0.1179}, {""token"": "" model"", ""prob"": 0.0397}, {""token"": "" designer"", ""prob"": 0.0378}, {""token"": "" freelance"", ""prob"": 0.0326}, {""token"": "" scientist"", ""prob"": 0.0281}]",-1.0758603,1.7165939
21,"By profession, Albert Einstein is a","By profession, Carsten Carlsen is a","By profession, a person you would find in a skyscraper is a",baseline,2.6476,0.3431,"physicist, but many know","[{""token"": "" physicist"", ""prob"": 0.3431}, {""token"": "" theoretical"", ""prob"": 0.1506}, {""token"": "" scientist"", ""prob"": 0.1254}, {""token"": "" mathematician"", ""prob"": 0.0586}, {""token"": "" German"", ""prob"": 0.055}]",-0.34775063,1.1780282
22,In what country is the Cannes Film Festival held is,In what country is Contest is,In what country a generic annual festival is,baseline,3.4534,0.1974,one popular question. This,"[{""token"": "" the"", ""prob"": 0.1974}, {""token"": "" a"", ""prob"": 0.145}, {""token"": "" held"", ""prob"": 0.0663}, {""token"": ""?"", ""prob"": 0.0654}, {""token"": "" one"", ""prob"": 0.0569}]",-20.651981,-1.0502137
23,the composer of The Magic Flute is,"the composer of The Greater Good, or the Passion of Boule de Suif is",Any composer of an 18th-century opera is,baseline,4.1648,0.1282,playing an emperor's,"[{""token"": "" Mozart"", ""prob"": 0.1282}, {""token"": "" a"", ""prob"": 0.123}, {""token"": "" the"", ""prob"": 0.0753}, {""token"": "" known"", ""prob"": 0.0382}, {""token"": "" Wolfgang"", ""prob"": 0.0371}]",9.5354805,2.1730096
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,baseline,4.4153,0.0974,a highly gifted musician.,"[{""token"": "" the"", ""prob"": 0.0974}, {""token"": "" John"", ""prob"": 0.0967}, {""token"": "" a"", ""prob"": 0.0798}, {""token"": "" Paul"", ""prob"": 0.0749}, {""token"": "" dead"", ""prob"": 0.038}]",18.676497,0.51536435
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,baseline,3.877,0.1892,often the most decisive factor,"[{""token"": "" the"", ""prob"": 0.1892}, {""token"": "" a"", ""prob"": 0.1698}, {""token"": "" one"", ""prob"": 0.0717}, {""token"": "" not"", ""prob"": 0.046}, {""token"": "" "", ""prob"": 0.0407}]",12.26442,-1.3072302
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,baseline,3.6458,0.2396,a hot topic these days,"[{""token"": "" a"", ""prob"": 0.2396}, {""token"": "" not"", ""prob"": 0.0867}, {""token"": "" one"", ""prob"": 0.0699}, {""token"": "" unknown"", ""prob"": 0.0598}, {""token"": "" still"", ""prob"": 0.0573}]",16.591951,-1.6702718
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,baseline,3.1715,0.3007,london the capital of the,"[{""token"": "" London"", ""prob"": 0.3007}, {""token"": "" located"", ""prob"": 0.0898}, {""token"": "" the"", ""prob"": 0.078}, {""token"": "" "", ""prob"": 0.0773}, {""token"": "" a"", ""prob"": 0.0766}]",5.4203777,5.0094943
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,baseline,2.1103,0.5034,"Marx and Engel, it","[{""token"": "" Karl"", ""prob"": 0.5034}, {""token"": "" Marx"", ""prob"": 0.1302}, {""token"": "" the"", ""prob"": 0.0836}, {""token"": "" two"", ""prob"": 0.0598}, {""token"": "" Friedrich"", ""prob"": 0.0428}]",10.4697,-0.74337506
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,baseline,2.2665,0.4659,"Michelangelo, an Italian artist","[{""token"": "" Michelangelo"", ""prob"": 0.4659}, {""token"": "" the"", ""prob"": 0.1888}, {""token"": "" Italian"", ""prob"": 0.0739}, {""token"": "" a"", ""prob"": 0.0375}, {""token"": "" "", ""prob"": 0.035}]",6.9976435,-0.39716625
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,2.3748,0.4053,one of the most searched,"[{""token"": "" a"", ""prob"": 0.4053}, {""token"": "" the"", ""prob"": 0.1734}, {""token"": "" one"", ""prob"": 0.1568}, {""token"": "" an"", ""prob"": 0.0346}, {""token"": "" what"", ""prob"": 0.0226}]",-0.9611005,-3.6110926
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,3.4053,0.2483,"a strange enigma, which","[{""token"": "" a"", ""prob"": 0.2483}, {""token"": "" shrouded"", ""prob"": 0.1084}, {""token"": "" still"", ""prob"": 0.0806}, {""token"": "" the"", ""prob"": 0.0667}, {""token"": "" one"", ""prob"": 0.0576}]",32.775566,-1.2434381
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,4.2067,0.1318,considered an important of our,"[{""token"": "" Ludwig"", ""prob"": 0.1318}, {""token"": "" Beethoven"", ""prob"": 0.1127}, {""token"": "" a"", ""prob"": 0.056}, {""token"": ""\n\n"", ""prob"": 0.0519}, {""token"": ""\n"", ""prob"": 0.0455}]",14.005186,1.1454457
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,3.4103,0.2383,the largest city of Russia,"[{""token"": "" the"", ""prob"": 0.2383}, {""token"": "" Russia"", ""prob"": 0.1153}, {""token"": "" a"", ""prob"": 0.0953}, {""token"": "" located"", ""prob"": 0.0695}, {""token"": ""?"", ""prob"": 0.0429}]",-22.61862,-0.051136456
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,3.5384,0.2805,far-fetched with circumstantial,"[{""token"": "" a"", ""prob"": 0.2805}, {""token"": "" the"", ""prob"": 0.0961}, {""token"": "" not"", ""prob"": 0.0641}, {""token"": "" one"", ""prob"": 0.0518}, {""token"": "" still"", ""prob"": 0.0438}]",31.499872,-0.5675946
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,2.326,0.505,the story of the,"[{""token"": "" a"", ""prob"": 0.505}, {""token"": "" the"", ""prob"": 0.1046}, {""token"": "" one"", ""prob"": 0.1043}, {""token"": "" an"", ""prob"": 0.0582}, {""token"": "" not"", ""prob"": 0.0234}]",-3.451494,-3.1490037
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,4.3372,0.129,a genius who is so,"[{""token"": "" a"", ""prob"": 0.129}, {""token"": "" Quentin"", ""prob"": 0.0793}, {""token"": "" the"", ""prob"": 0.0686}, {""token"": "" also"", ""prob"": 0.054}, {""token"": "" named"", ""prob"": 0.0358}]",13.702108,1.6474359
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,3.1038,0.2804,a question that frequently gets,"[{""token"": "" the"", ""prob"": 0.2804}, {""token"": "" a"", ""prob"": 0.1952}, {""token"": "" located"", ""prob"": 0.0856}, {""token"": "" one"", ""prob"": 0.0467}, {""token"": "" an"", ""prob"": 0.0288}]",-18.955492,0.067732304
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,2.0701,0.4116,Apple. Many critics claim,"[{""token"": "" Steve"", ""prob"": 0.4116}, {""token"": "" Apple"", ""prob"": 0.2933}, {""token"": "" a"", ""prob"": 0.0803}, {""token"": "" the"", ""prob"": 0.0584}, {""token"": "" an"", ""prob"": 0.017}]",13.989546,-0.7963014
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,2.4509,0.4066,a question many of Novak,"[{""token"": "" a"", ""prob"": 0.4066}, {""token"": "" the"", ""prob"": 0.1703}, {""token"": "" one"", ""prob"": 0.1388}, {""token"": "" an"", ""prob"": 0.0444}, {""token"": "" what"", ""prob"": 0.0235}]",-7.342206,-3.413581
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,5.3576,0.0559,mechanic to help provide for,"[{""token"": "" journalist"", ""prob"": 0.0559}, {""token"": "" British"", ""prob"": 0.0379}, {""token"": "" consultant"", ""prob"": 0.0313}, {""token"": "" reporter"", ""prob"": 0.0302}, {""token"": "" war"", ""prob"": 0.0253}]",-5.512561,1.3238428
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,3.8613,0.1344,"Rome, the capital of","[{""token"": "" Rome"", ""prob"": 0.1344}, {""token"": "" the"", ""prob"": 0.1187}, {""token"": "" located"", ""prob"": 0.086}, {""token"": "" "", ""prob"": 0.0749}, {""token"": "" a"", ""prob"": 0.0472}]",10.829459,2.6485665
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.0575,0.2,the hardest job I have,"[{""token"": "" a"", ""prob"": 0.2}, {""token"": "" the"", ""prob"": 0.1059}, {""token"": "" one"", ""prob"": 0.0841}, {""token"": "" not"", ""prob"": 0.0567}, {""token"": "" to"", ""prob"": 0.0499}]",2.0729063,-1.0950562
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,1.2365,0.7748,"located?
What is","[{""token"": "" located"", ""prob"": 0.7748}, {""token"": "" found"", ""prob"": 0.0617}, {""token"": ""?"", ""prob"": 0.044}, {""token"": "" the"", ""prob"": 0.0276}, {""token"": "" situated"", ""prob"": 0.0068}]",-26.541882,-1.3664145
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,4.6695,0.0661,not without responsibility in the,"[{""token"": "" the"", ""prob"": 0.0661}, {""token"": "" a"", ""prob"": 0.0572}, {""token"": "" back"", ""prob"": 0.0549}, {""token"": "" now"", ""prob"": 0.0381}, {""token"": "" returning"", ""prob"": 0.0331}]",27.55456,0.7944258
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,2.5069,0.4138,a question that many people,"[{""token"": "" a"", ""prob"": 0.4138}, {""token"": "" the"", ""prob"": 0.149}, {""token"": "" one"", ""prob"": 0.1382}, {""token"": "" an"", ""prob"": 0.0489}, {""token"": "" what"", ""prob"": 0.019}]",-4.7294316,-3.6463635
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,1.6932,0.6661,"found ?

Write a","[{""token"": "" located"", ""prob"": 0.6661}, {""token"": ""?"", ""prob"": 0.0862}, {""token"": "" found"", ""prob"": 0.0646}, {""token"": "" situated"", ""prob"": 0.0208}, {""token"": "" the"", ""prob"": 0.0166}]",-21.88908,-0.9737133
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,2.6136,0.4347,successful breeder of rare Galapagos,"[{""token"": "" naturalist"", ""prob"": 0.4347}, {""token"": "" biologist"", ""prob"": 0.097}, {""token"": "" scientist"", ""prob"": 0.0812}, {""token"": "" geologist"", ""prob"": 0.0584}, {""token"": "" famous"", ""prob"": 0.0375}]",2.028846,0.9226431
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,3.0327,0.295,easy to find on Wikipedia,"[{""token"": "" a"", ""prob"": 0.295}, {""token"": "" the"", ""prob"": 0.2127}, {""token"": "" one"", ""prob"": 0.0747}, {""token"": "" an"", ""prob"": 0.0478}, {""token"": "" he"", ""prob"": 0.0325}]",-10.69173,-3.4331133
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,3.6523,0.1548,boxer. He is also,"[{""token"": "" former"", ""prob"": 0.1548}, {""token"": "" boxer"", ""prob"": 0.1486}, {""token"": "" professional"", ""prob"": 0.144}, {""token"": "" retired"", ""prob"": 0.0923}, {""token"": "" famous"", ""prob"": 0.0394}]",3.3534381,1.0840006
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,3.9075,0.1257,an actress but she knows,"[{""token"": "" an"", ""prob"": 0.1257}, {""token"": "" actress"", ""prob"": 0.113}, {""token"": "" a"", ""prob"": 0.0988}, {""token"": "" that"", ""prob"": 0.0877}, {""token"": "" the"", ""prob"": 0.0504}]",-7.76251,-0.08994907
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,3.288,0.2679,"England, Wales, Scotland","[{""token"": "" the"", ""prob"": 0.2679}, {""token"": "" a"", ""prob"": 0.2044}, {""token"": "" it"", ""prob"": 0.0572}, {""token"": "" one"", ""prob"": 0.0341}, {""token"": "" an"", ""prob"": 0.0275}]",-16.825111,-0.35280243
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,3.1128,0.3287,the big question in,"[{""token"": "" a"", ""prob"": 0.3287}, {""token"": "" the"", ""prob"": 0.161}, {""token"": "" one"", ""prob"": 0.0894}, {""token"": "" an"", ""prob"": 0.0596}, {""token"": "" not"", ""prob"": 0.0308}]",-9.4630575,-3.850377
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,2.3028,0.4518,a question that might have,"[{""token"": "" a"", ""prob"": 0.4518}, {""token"": "" the"", ""prob"": 0.1724}, {""token"": "" one"", ""prob"": 0.1149}, {""token"": "" an"", ""prob"": 0.0354}, {""token"": "" what"", ""prob"": 0.027}]",-7.838932,-3.2356672
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,4.3436,0.1206,a French composer named,"[{""token"": "" Georges"", ""prob"": 0.1206}, {""token"": "" a"", ""prob"": 0.0951}, {""token"": "" the"", ""prob"": 0.064}, {""token"": "" George"", ""prob"": 0.0512}, {""token"": "" also"", ""prob"": 0.0463}]",11.206217,2.9704363
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,3.7517,0.1683,perhaps the most prestigious ac,"[{""token"": "" a"", ""prob"": 0.1683}, {""token"": "" one"", ""prob"": 0.1672}, {""token"": "" the"", ""prob"": 0.1318}, {""token"": "" not"", ""prob"": 0.037}, {""token"": "" an"", ""prob"": 0.0363}]",19.759052,-1.4138345
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,2.0385,0.5531,$\underline{\phantom{\,"[{""token"": "" Albert"", ""prob"": 0.5531}, {""token"": "" Einstein"", ""prob"": 0.1354}, {""token"": "" a"", ""prob"": 0.0599}, {""token"": "" the"", ""prob"": 0.0584}, {""token"": "" two"", ""prob"": 0.0201}]",7.3924623,0.0695153
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,2.0499,0.4631,Van Gogh and it is,"[{""token"": "" Vincent"", ""prob"": 0.4631}, {""token"": "" the"", ""prob"": 0.18}, {""token"": "" Van"", ""prob"": 0.0918}, {""token"": "" Dutch"", ""prob"": 0.0782}, {""token"": "" a"", ""prob"": 0.0227}]",9.10479,1.3590008
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,2.5222,0.4063,a question many people might,"[{""token"": "" a"", ""prob"": 0.4063}, {""token"": "" one"", ""prob"": 0.1501}, {""token"": "" the"", ""prob"": 0.1464}, {""token"": "" an"", ""prob"": 0.0431}, {""token"": "" what"", ""prob"": 0.0209}]",-5.264093,-3.574698
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,4.1964,0.1283,deaf teacher and hears reports,"[{""token"": "" teacher"", ""prob"": 0.1283}, {""token"": "" scientist"", ""prob"": 0.1214}, {""token"": "" telephone"", ""prob"": 0.0892}, {""token"": "" professor"", ""prob"": 0.0762}, {""token"": "" phone"", ""prob"": 0.0451}]",-6.6668887,2.1944907
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,2.7451,0.2483,Freddie Mercury and Queen at,"[{""token"": "" Freddie"", ""prob"": 0.2483}, {""token"": "" Queen"", ""prob"": 0.2475}, {""token"": "" the"", ""prob"": 0.1115}, {""token"": "" Brian"", ""prob"": 0.1058}, {""token"": "" a"", ""prob"": 0.0284}]",2.8498747,0.60373014
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,4.0156,0.1789,70 today.,"[{""token"": "" dead"", ""prob"": 0.1789}, {""token"": "" the"", ""prob"": 0.0825}, {""token"": "" "", ""prob"": 0.0524}, {""token"": "" in"", ""prob"": 0.048}, {""token"": "" a"", ""prob"": 0.0372}]",16.224127,2.7270758
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,1.4879,0.7267,"located?

In what","[{""token"": "" located"", ""prob"": 0.7267}, {""token"": ""?"", ""prob"": 0.0851}, {""token"": "" situated"", ""prob"": 0.0303}, {""token"": "" found"", ""prob"": 0.0284}, {""token"": "" the"", ""prob"": 0.0092}]",-17.702114,-1.6132094
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,4.604,0.11,biographical.  His life,"[{""token"": "" a"", ""prob"": 0.11}, {""token"": "" the"", ""prob"": 0.0896}, {""token"": "" one"", ""prob"": 0.049}, {""token"": "" \"""", ""prob"": 0.0459}, {""token"": "" not"", ""prob"": 0.0381}]",4.86614,-0.5576364
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,1.8504,0.6498,"Kyoto, Japan. Nintendo","[{""token"": "" Kyoto"", ""prob"": 0.6498}, {""token"": "" the"", ""prob"": 0.1166}, {""token"": "" Japan"", ""prob"": 0.0368}, {""token"": "" "", ""prob"": 0.0221}, {""token"": "" Tokyo"", ""prob"": 0.0201}]",6.182676,-0.09889508
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,2.7169,0.5175,the first emperor of the,"[{""token"": "" the"", ""prob"": 0.5175}, {""token"": "" a"", ""prob"": 0.0501}, {""token"": "" Chinese"", ""prob"": 0.0319}, {""token"": "" Qin"", ""prob"": 0.0284}, {""token"": "" Emperor"", ""prob"": 0.0256}]",1.5881509,-0.4892091
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,3.6806,0.2188,pretty well filled at the,"[{""token"": "" a"", ""prob"": 0.2188}, {""token"": "" one"", ""prob"": 0.1709}, {""token"": "" the"", ""prob"": 0.0866}, {""token"": "" an"", ""prob"": 0.0457}, {""token"": "" not"", ""prob"": 0.0354}]",10.212534,-2.2248936
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,2.7887,0.291,the directorOrson Welles,"[{""token"": "" Or"", ""prob"": 0.291}, {""token"": "" the"", ""prob"": 0.2251}, {""token"": "" a"", ""prob"": 0.1027}, {""token"": "" director"", ""prob"": 0.0684}, {""token"": "" American"", ""prob"": 0.0419}]",4.056481,1.6416434
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,2.4475,0.4113,the question that viewers want,"[{""token"": "" a"", ""prob"": 0.4113}, {""token"": "" the"", ""prob"": 0.1751}, {""token"": "" one"", ""prob"": 0.1344}, {""token"": "" an"", ""prob"": 0.0434}, {""token"": "" what"", ""prob"": 0.0212}]",-9.889039,-3.1414607
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,4.9736,0.0769,"tech guru, but can","[{""token"": "" consultant"", ""prob"": 0.0769}, {""token"": "" designer"", ""prob"": 0.0582}, {""token"": "" CEO"", ""prob"": 0.0471}, {""token"": "" product"", ""prob"": 0.039}, {""token"": "" creative"", ""prob"": 0.0363}]",-6.808483,2.1537066
