id,baseline,epistemic,aleatoric,type,entropy,top_1_prob,continuation,top_k_json,PC1,PC2
24,The person responsible for the song Yesterday is,The person responsible for If I Ever is,The person responsible for a song with a two-word title is,baseline,6.4506,0.0725,Ollie Boyd.,"[{""token"": "" a"", ""prob"": 0.0725}, {""token"": "" not"", ""prob"": 0.0602}, {""token"": "" the"", ""prob"": 0.0381}, {""token"": "" no"", ""prob"": 0.0213}, {""token"": "" now"", ""prob"": 0.0199}]",6.72779,1.4088799
25,The category of a Lion is,The category of The Wolf is,A random animal found in the forest belongs to the category of,baseline,5.7115,0.0981,decided upon by the respective,"[{""token"": "" a"", ""prob"": 0.0981}, {""token"": "" defined"", ""prob"": 0.056}, {""token"": "" determined"", ""prob"": 0.0362}, {""token"": "" the"", ""prob"": 0.036}, {""token"": "" not"", ""prob"": 0.0338}]",6.8437276,1.352241
26,The religious affiliation of Martin Luther King Jr. is,The religious affiliation of Walter James Fitzgerald is,To choose a random denomination from Christianity is,baseline,5.2086,0.1332,tied to the religious beliefs,"[{""token"": "" a"", ""prob"": 0.1332}, {""token"": "" not"", ""prob"": 0.0896}, {""token"": "" one"", ""prob"": 0.0328}, {""token"": "" being"", ""prob"": 0.0318}, {""token"": "" the"", ""prob"": 0.0296}]",6.797901,0.86630434
27,the capital of the United Kingdom is,the capital of Tarussky District is,the capital of a randomly selected administrative region is,baseline,6.1733,0.0947,being stood...,"[{""token"": "" the"", ""prob"": 0.0947}, {""token"": "" a"", ""prob"": 0.0596}, {""token"": "" now"", ""prob"": 0.0332}, {""token"": "" in"", ""prob"": 0.0287}, {""token"": "" not"", ""prob"": 0.0228}]",7.24177,1.4746093
28,The Communist Manifesto was created by,Indizienbeweis was created by,A German legal document was created by,baseline,4.6919,0.1951,"poor man Milton Friedman,","[{""token"": "" the"", ""prob"": 0.1951}, {""token"": "" Mao"", ""prob"": 0.119}, {""token"": "" a"", ""prob"": 0.0767}, {""token"": "" Lenin"", ""prob"": 0.0499}, {""token"": "" Marx"", ""prob"": 0.0404}]",-20.106205,8.472583
29,The Sistine Chapel ceiling was created by,Stations was created by,A piece of modern art found in a metro station was created by,baseline,5.975,0.1482,clients catering to higher-,"[{""token"": "" the"", ""prob"": 0.1482}, {""token"": "" a"", ""prob"": 0.1454}, {""token"": "" an"", ""prob"": 0.0403}, {""token"": "" God"", ""prob"": 0.0149}, {""token"": "" sculpt"", ""prob"": 0.0089}]",-19.642134,7.9876394
30,What sport does Cristiano Ronaldo play is,What sport does Luciano Vella play is,What sport a player who wears the number 10 shirt plays is,baseline,5.5023,0.1014,about striking width and stab,"[{""token"": "" a"", ""prob"": 0.1014}, {""token"": "" not"", ""prob"": 0.0628}, {""token"": "" something"", ""prob"": 0.0268}, {""token"": "" still"", ""prob"": 0.0262}, {""token"": "" very"", ""prob"": 0.0256}]",5.332632,0.72155815
31,The origin of Vladimir Putin is,The origin of Anatoly Georgievich Ufimtsev is,The origin of a person with a typical Slavic patronymic is,baseline,4.8202,0.1036,"unclear, though the two","[{""token"": "" a"", ""prob"": 0.1036}, {""token"": "" not"", ""prob"": 0.0881}, {""token"": "" unclear"", ""prob"": 0.074}, {""token"": "" still"", ""prob"": 0.0537}, {""token"": "" unknown"", ""prob"": 0.0394}]",6.737927,1.5431339
32,the composer of Moonlight Sonata is,the composer of Tea for One is,the composer of a jazz standard about beverages is,baseline,6.1234,0.1025,on course to send a,"[{""token"": "" a"", ""prob"": 0.1025}, {""token"": "" the"", ""prob"": 0.0358}, {""token"": "" now"", ""prob"": 0.0351}, {""token"": "" an"", ""prob"": 0.0316}, {""token"": "" currently"", ""prob"": 0.0284}]",6.438007,1.2888255
33,In what country is the city of Moscow located is,In what country is Sutlepa is,In what country a village located near the Baltic coast is,baseline,4.16,0.2857,going to become the standard,"[{""token"": "" it"", ""prob"": 0.2857}, {""token"": "" the"", ""prob"": 0.1598}, {""token"": "" a"", ""prob"": 0.0613}, {""token"": "" this"", ""prob"": 0.0424}, {""token"": "" there"", ""prob"": 0.0259}]",5.7776046,0.498425
34,The origin of Barack Obama is,The origin of Jim Baker is,The origin of an individual with a very common English name is,baseline,4.7962,0.1151,still a mystery.,"[{""token"": "" a"", ""prob"": 0.1151}, {""token"": "" still"", ""prob"": 0.0809}, {""token"": "" unclear"", ""prob"": 0.0739}, {""token"": "" not"", ""prob"": 0.0725}, {""token"": "" unknown"", ""prob"": 0.0313}]",6.643942,1.4178216
35,What sport does the Chicago Bulls play is,What sport does Granada Lions play is,What sport a team named after a predatory animal plays is,baseline,5.5447,0.1296,"basketball, but not soccer","[{""token"": "" a"", ""prob"": 0.1296}, {""token"": "" not"", ""prob"": 0.0448}, {""token"": "" the"", ""prob"": 0.0313}, {""token"": "" one"", ""prob"": 0.0279}, {""token"": "" still"", ""prob"": 0.0209}]",6.1126356,1.0507449
36,the screenwriter for the movie Pulp Fiction is,the screenwriter for The City is,the screenwriter for a film set in a metropolitan area is,baseline,6.3504,0.0617,"infected with the virus ""","[{""token"": "" a"", ""prob"": 0.0617}, {""token"": "" now"", ""prob"": 0.0531}, {""token"": "" currently"", ""prob"": 0.0265}, {""token"": "" in"", ""prob"": 0.0227}, {""token"": "" the"", ""prob"": 0.0197}]",6.323843,1.1992145
37,In what country is the British Museum located is,In what country is Tōhoku History Museum is,In what country a museum dedicated to regional history is,baseline,3.9714,0.2763,technically a travelling museum.,"[{""token"": "" it"", ""prob"": 0.2763}, {""token"": "" the"", ""prob"": 0.1573}, {""token"": "" a"", ""prob"": 0.0923}, {""token"": "" this"", ""prob"": 0.0519}, {""token"": "" not"", ""prob"": 0.0314}]",5.5827236,0.56978726
38,The iPhone was created by,Apollo was created by,A Greek deity's name was created by,baseline,4.7725,0.3306,"Phil Mickelson,","[{""token"": "" Apple"", ""prob"": 0.3306}, {""token"": "" a"", ""prob"": 0.0632}, {""token"": "" the"", ""prob"": 0.0469}, {""token"": "" Steve"", ""prob"": 0.0241}, {""token"": "" Google"", ""prob"": 0.0159}]",-20.155931,8.782984
39,What sport does Novak Djokovic play is,What sport does Radoslav Školník play is,What sport a professional player from Eastern Europe plays is,baseline,5.659,0.1273,now tendered for automatic,"[{""token"": "" a"", ""prob"": 0.1273}, {""token"": "" not"", ""prob"": 0.0484}, {""token"": "" the"", ""prob"": 0.0303}, {""token"": "" one"", ""prob"": 0.0238}, {""token"": "" still"", ""prob"": 0.0204}]",5.607835,0.54218113
40,Winston Churchill works as a,"Sir Thomas Clarges, 3rd Baronet works as a",A member of the 18th-century British aristocracy works as a,baseline,6.9597,0.0352,entertainment commentator. He was,"[{""token"": "" journalist"", ""prob"": 0.0352}, {""token"": "" writer"", ""prob"": 0.0238}, {""token"": "" professor"", ""prob"": 0.0178}, {""token"": "" diplomat"", ""prob"": 0.0176}, {""token"": "" doctor"", ""prob"": 0.017}]",-9.673431,-16.82404
41,the capital of the Roman Empire is,the capital of Sánchez Carrión Province is,the capital of a coastal province in South America is,baseline,5.7822,0.1046,anisles of the,"[{""token"": "" the"", ""prob"": 0.1046}, {""token"": "" located"", ""prob"": 0.0618}, {""token"": "" situated"", ""prob"": 0.0419}, {""token"": "" a"", ""prob"": 0.0384}, {""token"": "" now"", ""prob"": 0.0382}]",6.3801985,1.3737832
42,The occupation of Nelson Mandela is,The occupation of Elvin Penner is,The occupation of a politician from a small territory is,baseline,4.8879,0.1636,", of course, not","[{""token"": "" a"", ""prob"": 0.1636}, {""token"": "" the"", ""prob"": 0.0617}, {""token"": "" one"", ""prob"": 0.0556}, {""token"": "" an"", ""prob"": 0.0503}, {""token"": "" not"", ""prob"": 0.0497}]",6.683715,1.5470014
43,In what country is the Nile River is,In what country is Kuczynka is,In what country a river with a name starting with 'K' is,baseline,5.5855,0.1372,running more than 500 metres,"[{""token"": "" the"", ""prob"": 0.1372}, {""token"": "" it"", ""prob"": 0.051}, {""token"": "" most"", ""prob"": 0.0397}, {""token"": "" being"", ""prob"": 0.0221}, {""token"": "" to"", ""prob"": 0.0218}]",5.95974,0.8344369
44,The person responsible for the movie Men in Black is,The person responsible for Black is,The person responsible for a project with a color in its name is,baseline,6.4276,0.0572,"white.

In","[{""token"": "" a"", ""prob"": 0.0572}, {""token"": "" now"", ""prob"": 0.0361}, {""token"": "" not"", ""prob"": 0.0344}, {""token"": "" no"", ""prob"": 0.023}, {""token"": "" the"", ""prob"": 0.023}]",6.9010005,0.93885094
45,What sport does Michael Jordan play is,What sport does Miroslav Milutinović play is,What sport a player from a famous sports dynasty plays is,baseline,5.5753,0.1199,not a choice between five,"[{""token"": "" a"", ""prob"": 0.1199}, {""token"": "" not"", ""prob"": 0.0479}, {""token"": "" one"", ""prob"": 0.0298}, {""token"": "" something"", ""prob"": 0.0254}, {""token"": "" the"", ""prob"": 0.024}]",5.7772336,0.9711477
46,In what country is the Great Wall of China is,In what country is Khvajeh Soheyl is,In what country a historical site named after a local leader is,baseline,4.7506,0.1857,visible perhaps the biggest wonder,"[{""token"": "" the"", ""prob"": 0.1857}, {""token"": "" it"", ""prob"": 0.1128}, {""token"": "" to"", ""prob"": 0.0479}, {""token"": "" there"", ""prob"": 0.033}, {""token"": "" located"", ""prob"": 0.0302}]",6.697969,0.9137328
47,"By profession, Charles Darwin is a","By profession, William Australia Graham is a","By profession, a person with a geographical middle name is a",baseline,6.6306,0.0363,principled biologist and a atheist,"[{""token"": "" man"", ""prob"": 0.0363}, {""token"": "" master"", ""prob"": 0.0307}, {""token"": "" scientist"", ""prob"": 0.0284}, {""token"": "" natural"", ""prob"": 0.0217}, {""token"": "" biologist"", ""prob"": 0.0178}]",-9.061791,-16.155508
48,What sport does Jesse Owens play is,What sport does Dumitru Hubert play is,What sport an athlete who competed in the early 20th century plays is,baseline,5.6339,0.1262,by no means immediate.,"[{""token"": "" a"", ""prob"": 0.1262}, {""token"": "" not"", ""prob"": 0.0364}, {""token"": "" something"", ""prob"": 0.0341}, {""token"": "" one"", ""prob"": 0.03}, {""token"": "" the"", ""prob"": 0.0248}]",5.766599,0.9408828
49,"By profession, Michael Tyson is a","By profession, Jim Brown is a","By profession, a person who shares a name with a famous athlete is a",baseline,6.9394,0.0328,highly efficient condom salesman.,"[{""token"": "" master"", ""prob"": 0.0328}, {""token"": "" man"", ""prob"": 0.0161}, {""token"": "" professional"", ""prob"": 0.0147}, {""token"": "" well"", ""prob"": 0.0143}, {""token"": "" former"", ""prob"": 0.0142}]",-9.026797,-16.159742
50,The occupation of Meryl Streep is,The occupation of Jon Eikemo is,The occupation of a veteran stage performer is,baseline,5.2393,0.1425,probably no great surprise to,"[{""token"": "" a"", ""prob"": 0.1425}, {""token"": "" not"", ""prob"": 0.0478}, {""token"": "" an"", ""prob"": 0.045}, {""token"": "" the"", ""prob"": 0.0436}, {""token"": "" one"", ""prob"": 0.0429}]",7.015534,1.2521098
51,In what country is the BBC based in is,In what country is Seed 97.5 FM is,In what country a radio station broadcasting on a common frequency is,baseline,7.005,0.0477,destination port reopened? Likely,"[{""token"": "" the"", ""prob"": 0.0477}, {""token"": "" a"", ""prob"": 0.0467}, {""token"": "" home"", ""prob"": 0.0285}, {""token"": "" now"", ""prob"": 0.0253}, {""token"": "" not"", ""prob"": 0.0213}]",5.6715665,0.85011363
52,What sport does the FIFA World Cup play is,What sport does 1995 Cook Islands Round Cup play is,Any sport involving a regional cup tournament is,baseline,5.5056,0.1289,it is usually soccer followed,"[{""token"": "" a"", ""prob"": 0.1289}, {""token"": "" not"", ""prob"": 0.056}, {""token"": "" the"", ""prob"": 0.0472}, {""token"": "" still"", ""prob"": 0.0253}, {""token"": "" an"", ""prob"": 0.0222}]",6.2092013,0.8461761
53,What sport does Usain Bolt play is,What sport does Abdoul Thiam play is,What sport a player with a common West African surname plays is,baseline,5.9942,0.1071,"mainly physical, and I","[{""token"": "" a"", ""prob"": 0.1071}, {""token"": "" not"", ""prob"": 0.0345}, {""token"": "" the"", ""prob"": 0.0339}, {""token"": "" football"", ""prob"": 0.025}, {""token"": "" one"", ""prob"": 0.0229}]",5.894015,0.8879492
54,the composer of Carmen is,the composer of Gisela! is,the composer of an opera named after a woman is,baseline,6.2143,0.1489,i FEK501E,"[{""token"": "" a"", ""prob"": 0.1489}, {""token"": "" the"", ""prob"": 0.0539}, {""token"": "" an"", ""prob"": 0.0391}, {""token"": "" not"", ""prob"": 0.0213}, {""token"": "" in"", ""prob"": 0.0203}]",6.4088235,1.6498498
55,The category of The Godfather is,The category of The Take is,A random crime thriller belongs to the category of,baseline,6.186,0.0733,set aside without mentioning the,"[{""token"": "" a"", ""prob"": 0.0733}, {""token"": "" one"", ""prob"": 0.0345}, {""token"": "" not"", ""prob"": 0.0258}, {""token"": "" the"", ""prob"": 0.0255}, {""token"": "" now"", ""prob"": 0.0176}]",7.064669,1.5365392
56,The theory of relativity was created by,The Key was created by,An everyday object found in a pocket was created by,baseline,5.5314,0.1043,German physicist Wilhelm Leib,"[{""token"": "" Einstein"", ""prob"": 0.1043}, {""token"": "" the"", ""prob"": 0.0638}, {""token"": "" Albert"", ""prob"": 0.0619}, {""token"": "" physicist"", ""prob"": 0.059}, {""token"": "" a"", ""prob"": 0.0285}]",-20.128073,8.559995
57,The painting The Starry Night was created by,Zonnetje was created by,A creative work with a Dutch diminutive title was created by,baseline,7.3021,0.0462,"Pinewood Studios,","[{""token"": "" artist"", ""prob"": 0.0462}, {""token"": "" the"", ""prob"": 0.0424}, {""token"": "" a"", ""prob"": 0.0171}, {""token"": "" John"", ""prob"": 0.0099}, {""token"": "" Robert"", ""prob"": 0.0082}]",-20.26839,8.434402
58,What sport does Roger Federer play is,What sport does Roberto Nani play is,What sport a professional athlete from the Alps region plays is,baseline,5.5156,0.1328,"largely irrelevant, but MLB","[{""token"": "" a"", ""prob"": 0.1328}, {""token"": "" not"", ""prob"": 0.0618}, {""token"": "" the"", ""prob"": 0.0308}, {""token"": "" one"", ""prob"": 0.025}, {""token"": "" something"", ""prob"": 0.0226}]",5.6854825,0.95488375
59,Alexander Graham Bell works as a,Donald Robert Macgregor works as a,A man with a traditional Scottish name works as a,baseline,7.2279,0.0295,redemption officer in southeast 108,"[{""token"": "" security"", ""prob"": 0.0295}, {""token"": "" lawyer"", ""prob"": 0.0189}, {""token"": "" computer"", ""prob"": 0.0153}, {""token"": "" journalist"", ""prob"": 0.0152}, {""token"": "" reporter"", ""prob"": 0.014}]",-9.614012,-16.953085
60,The song Bohemian Rhapsody was created by,Follow The Music was created by,One documentary about the recording industry was created by,baseline,7.3958,0.0476,former BMW team mate Greg,"[{""token"": "" the"", ""prob"": 0.0476}, {""token"": "" a"", ""prob"": 0.023}, {""token"": "" John"", ""prob"": 0.0101}, {""token"": "" J"", ""prob"": 0.0089}, {""token"": "" guitarist"", ""prob"": 0.0077}]",-20.09048,8.364795
61,the father of Queen Elizabeth II is,the father of Richard III of Capua is,the father of a minor medieval nobleman is,baseline,6.1976,0.0724,named. So I'm,"[{""token"": "" a"", ""prob"": 0.0724}, {""token"": "" the"", ""prob"": 0.0353}, {""token"": "" now"", ""prob"": 0.0285}, {""token"": "" in"", ""prob"": 0.0245}, {""token"": "" said"", ""prob"": 0.022}]",6.7003965,1.4402622
62,In what country is the Statue of Liberty is,In what country is Freedom is,In what country a monument dedicated to freedom is,baseline,5.5232,0.0544,located? Which freest,"[{""token"": "" the"", ""prob"": 0.0544}, {""token"": "" located"", ""prob"": 0.052}, {""token"": "" being"", ""prob"": 0.0465}, {""token"": "" to"", ""prob"": 0.0431}, {""token"": "" seen"", ""prob"": 0.0295}]",6.2541366,0.7466432
63,The category of Martin Luther King's biography is,The category of Martin is,A randomly chosen biography belongs to the category of,baseline,6.2118,0.054,"controversial, but it doesn","[{""token"": "" a"", ""prob"": 0.054}, {""token"": "" not"", ""prob"": 0.0333}, {""token"": "" one"", ""prob"": 0.0319}, {""token"": "" the"", ""prob"": 0.0203}, {""token"": "" often"", ""prob"": 0.0179}]",6.275302,1.0768574
64,The headquarters of Nintendo is located in,Shinji Hamazaki is located in,A researcher with a Japanese surname is located in,baseline,5.1654,0.1382,"New York City, but","[{""token"": "" Tokyo"", ""prob"": 0.1382}, {""token"": "" the"", ""prob"": 0.1238}, {""token"": "" a"", ""prob"": 0.0592}, {""token"": "" Kyoto"", ""prob"": 0.031}, {""token"": "" San"", ""prob"": 0.0295}]",-11.127512,-7.4795938
65,The Great Wall of China was created by,The Barrier was created by,One architectural structure serving as a barrier was created by,baseline,4.6439,0.2842,the clergy of urban China,"[{""token"": "" the"", ""prob"": 0.2842}, {""token"": "" China"", ""prob"": 0.0832}, {""token"": "" Chinese"", ""prob"": 0.0625}, {""token"": "" a"", ""prob"": 0.0503}, {""token"": "" Emperor"", ""prob"": 0.0436}]",-19.933773,8.151667
66,The category of Psycho is,The category of Shame is,Any psychological drama film belongs to the category of,baseline,6.2779,0.0604,"enormous.

T","[{""token"": "" a"", ""prob"": 0.0604}, {""token"": "" not"", ""prob"": 0.0315}, {""token"": "" divided"", ""prob"": 0.0198}, {""token"": "" one"", ""prob"": 0.0194}, {""token"": "" very"", ""prob"": 0.019}]",6.779098,1.7272879
67,The movie Citizen Kane was created by,A Rowboat Romance was created by,One silent-era short film was created by,baseline,6.4215,0.0351,Dame Tennyson to celebrate,"[{""token"": "" the"", ""prob"": 0.0351}, {""token"": "" David"", ""prob"": 0.0241}, {""token"": "" Michael"", ""prob"": 0.0231}, {""token"": "" a"", ""prob"": 0.0213}, {""token"": "" director"", ""prob"": 0.0178}]",-20.275997,8.892805
68,What sport does Manuel Neuer play is,What sport does Vladislav Matviyenko play is,What sport a generic goalkeeper from a Slavic league plays is,baseline,5.7564,0.1179,one from German-speaking,"[{""token"": "" a"", ""prob"": 0.1179}, {""token"": "" not"", ""prob"": 0.0458}, {""token"": "" the"", ""prob"": 0.0399}, {""token"": "" one"", ""prob"": 0.0386}, {""token"": "" something"", ""prob"": 0.0319}]",5.7943926,0.8476994
69,Steve Jobs works as a,Russell Stokes works as a,A corporate executive with a common surname works as a,baseline,6.0155,0.1186,computer at the Cupert,"[{""token"": "" software"", ""prob"": 0.1186}, {""token"": "" computer"", ""prob"": 0.0956}, {""token"": "" programmer"", ""prob"": 0.0249}, {""token"": "" consultant"", ""prob"": 0.0212}, {""token"": "" hardware"", ""prob"": 0.019}]",-9.6718645,-16.628304
70,In what country is Simon Bolivar from is,In what country is El Carmen Rivero Tórrez is,In what country a municipality named after a local hero is,baseline,6.7591,0.0617,Hot 100 bothered by an,"[{""token"": "" now"", ""prob"": 0.0617}, {""token"": "" a"", ""prob"": 0.0385}, {""token"": "" the"", ""prob"": 0.0209}, {""token"": "" being"", ""prob"": 0.0156}, {""token"": "" going"", ""prob"": 0.0143}]",5.6327443,0.59682345
